JanetB, 40, F, W, 12, Uitca, 2006

vowel	stress	word	norm_F1	norm_F2	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	norm_F1@20%	norm_F2@20%	norm_F1@35%	norm_F2@35%	norm_F1@50%	norm_F2@50%	norm_F1@65%	norm_F2@65%	norm_F1@80%	norm_F2@80%	nFormants
EH	2	SEDIMENTARY	657.0	1693.0	1284.353	1284.313	1284.433	0.12	2	1	4	2	3	2			619.0	1689.0	660.0	1693.0	732.0	1694.0	788.0	1702.0	744.0	1689.0	4	
EH	1	SEDIMENTARY	657.0	1755.0	1284.653	1284.623	1284.712	0.089	2	4	4	2	2	5			657.0	1735.0	656.0	1756.0	634.0	1772.0	623.0	1786.0	584.0	1800.0	4	
ER	0	SEDIMENTARY	565.0	1602.0	1285.019	1284.952	1285.152	0.2	94	0	0	0	3	1			572.0	1685.0	569.0	1599.0	564.0	1506.0	583.0	1471.0	551.0	1440.0	5	
IY	0	SEDIMENTARY	477.0	2128.0	1285.199	1285.152	1285.293	0.141	12	0	0	0	7	0			494.0	2008.0	476.0	2138.0	459.0	2237.0	436.0	2212.0	434.0	1937.0	4	
AE	1	SACKS	579.0	2166.0	1285.575	1285.502	1285.722	0.22	3	1	6	1	3	3			605.0	2146.0	578.0	2162.0	623.0	2210.0	725.0	2230.0	869.0	2252.0	3	
AY	1	RIDING	771.0	1638.0	1286.2	1286.172	1286.353	0.181	41	1	4	2	7	1			761.0	1691.0	703.0	1499.0	610.0	2172.0	530.0	1906.0	463.0	1476.0	5	
OW	1	NO	713.0	1167.0	1286.7	1286.653	1286.973	0.32	63	0	0	0	4	0			713.0	1167.0	708.0	857.0	693.0	748.0	627.0	797.0	623.0	1047.0	5	
AE	1	BAG	552.0	2205.0	1287.18	1287.093	1287.353	0.26	3	1	6	2	1	0			551.0	2193.0	553.0	2206.0	552.0	2217.0	552.0	2219.0	549.0	2208.0	4	
AY	1	TIED	858.0	1634.0	1287.912	1287.829	1288.119	0.29	41	1	4	2	3	0			844.0	1595.0	841.0	1680.0	752.0	1942.0	599.0	2157.0	484.0	1653.0	5	
EH	1	SEX	781.0	1548.0	1288.548	1288.508	1288.628	0.12	2	1	6	1	3	3			736.0	1557.0	784.0	1553.0	820.0	1594.0	839.0	1619.0	838.0	1684.0	5	
OW	1	HOME	665.0	1004.0	1289.105	1289.098	1289.229	0.131	62	4	1	2	0	0			682.0	989.0	717.0	982.0	688.0	1757.0	682.0	2121.0	682.0	2096.0	5	
