age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
												AY	1		I		892.5	1588.6	2475.9	42.3	127.8	178.7	155.241	155.246	155.346	0.1	41	0	0	0	0	0		s								892.5	1582.4	875.5	1666.5	810.9	1684.2	713	1532.3	681.6	1321.9	6
												IY	0		ELEMENTARY		577.8	2151.5	2783.6	192.3	131.4	627.5	156.789	156.766	156.836	0.07	12	0	0	0	8	0										582.8	2121.5	577.4	2159.9	571.5	2256.8	555.8	2405.6	686.4	2593.7	4
												AW	1		ABOUT		804.3	1656.7	2802.9	128.4	289.5	259.9	159.018	158.989	159.109	0.12	42	1	4	1	1	0										745.4	1588	856.7	1712.9	880.7	1690.1	874	1666	852.2	1638.9	5
												OW	1		DON'T		832.7	1713.3	2717.8	118.1	164.6	362.9	159.439	159.419	159.498	0.079	62	4	4	2	3	3										820.4	1737.6	860.1	1633.5	876.4	1537.9	878.3	1442.9	870.4	1381.8	5
												AY	1		I		892	1831.1	2878.4	81	125.2	458.8	159.625	159.608	159.718	0.11	41	0	0	0	0	0		s								891.9	1826.8	864.8	1889.2	786.2	1910	730	1940.6	709.7	1947.8	5
												IH	1		DIDN'T		737.3	2010.4	2641.7	161.4	150.2	407.3	159.859	159.829	159.918	0.089	1	4	4	2	3	3										709.9	1934.4	739.3	2014.2	752.5	2014.5	757.2	1998.9	774.4	1979.9	5
												IY	1		REALLY		686.8	2217.6	3177	132.7	178.4	187.5	160.056	160.019	160.129	0.11	11	5	4	2	7	1										698.1	2092.9	685.9	2231.5	678.1	2345.4	660.8	2451.9	644.3	2526.8	4
												OW	1		GO		626.3	1279.1	2128.8	111.6	227.8	1317	160.617	160.602	160.672	0.07	63	0	0	0	6	0										622.5	1276.8	649.7	1304.5	646.7	1298.4	623.2	1273.5	595.8	1261.9	6
												AE	1		HAVE		787.7	2022.9	2589.3	49.2	106	1689.1	165.512	165.475	165.585	0.11	3	3	2	2	0	0										801.8	2034.8	785.8	2018.8	768.7	1970	739.8	1914.8	643.2	1848.7	5
												AH	0		BEEN		848.3	1859	2923.6	107.5	124.1	828.3	165.695	165.675	165.735	0.06	6	4	4	2	1	0										815.9	1821.1	852.3	1863.5	883.1	1891.6	893.8	1894	886	1885	5
												EH	1		THERE		830.9	2037.4	2939.4	111.3	86.7	228.8	165.875	165.845	165.934	0.089	2	6	4	2	3	0										835.7	2064	830.1	2035.3	813.9	2012.9	788.8	1995.9	759.6	1986.6	5
												IH	1		VISIT		641.5	1932.5	2613.2	122.9	204.8	934.7	166.102	166.085	166.135	0.05	1	3	4	2	1	1										639.4	1923	641.5	1932.5	636.7	1937.6	631.5	1923.5	618.9	1908.1	5
												AH	0		VISIT		554.4	1787	2887.7	197.7	156.5	168.4	166.211	166.194	166.245	0.051	6	1	4	1	3	0										553.2	1774.3	554.7	1789.3	563.5	1801.3	582.9	1819	588.1	1831.1	4
												AE	1		FAMILY		750.5	2394.2	2655.9	100.1	200.7	1457.5	166.367	166.314	166.474	0.16	3	4	1	2	1	1										685.2	2146.6	762.2	2415.9	824.1	2437.7	841.7	2332.3	847.1	2157.9	5
												IY	0		FAMILY		726.5	2444.4	2927	129.5	109.3	1472.7	166.678	166.615	166.805	0.19	12	0	0	0	7	0										797.6	2257.5	716.7	2466.6	687.6	2505.1	653.8	2490.5	655.7	2369.8	5
												AH	1		BUT		788.2	1464.6	2671.4	67.9	151.2	147.3	167.002	166.935	167.135	0.2	6	1	4	1	1	0										708.6	1377.6	791.8	1475.1	808.7	1538	802.4	1608.8	770.6	1709.1	5
												AA	1		PROBABLY		890.5	1655.1	2754.2	118.8	193.4	533.9	168.07	168.047	168.117	0.07	5	1	1	2	8	1										884.5	1681	890.9	1647.4	880.5	1600	864.1	1551.9	847.2	1524.9	5
												IY	0		PROBABLY		573.6	2589.5	3910.5	323	824.4	960.8	168.257	168.167	168.437	0.27	12	0	0	0	8	0										849.5	2916.9	556	2625.5	386.1	2485.8	498.3	2681.7	1673.7	3564.5	3
												AH	1		ONCE		798.2	1400.7	1861.1	75.2	122.6	1157.3	168.596	168.576	168.637	0.061	6	4	4	2	9	3										806.2	1337.5	796.4	1408.1	775.7	1463.4	755	1363.8	699.2	1336.7	6
												AY	1		TWICE		735.9	1562.2	2572.3	54.2	183.6	190.9	168.951	168.936	169.057	0.121	47	3	4	1	9	0										729.9	1694.2	685.5	1922.5	609	2100.3	569.2	2308.2	562.1	2303.6	5
												AA	1		NOT		877.8	1735.3	1777.4	143.1	181.8	943	169.27	169.227	169.356	0.129	5	1	4	1	4	0										858.7	1740.1	877.6	1734.2	874	1719.3	891.7	1698.2	892.6	1696.8	6
												EH	1		EVER		891.8	1756.4	3034.9	101	124.1	459.7	169.583	169.557	169.636	0.079	2	3	2	2	0	1										892.2	1768.6	891.4	1753	882.1	1743.3	864.9	1735.8	842.1	1713.6	5
												ER	0		EVER		664.4	1771.8	2250.3	107.3	240.3	274.7	169.787	169.717	169.927	0.21	94	0	0	0	1	0										664.2	1750.9	661.5	1770.4	648.6	1833.9	643	1774.5	647.5	1785	5
												AO	1		ALBANY		935.2	1400.9	3002.7	60.6	76.8	218.3	176.074	176.034	176.154	0.12	53	5	4	2	0	5										942.4	1402.2	935.8	1400.9	925.6	1386.7	909.8	1373	881.8	1350.6	5
												IY	0		ALBANY		752.5	2570.7	3152.6	235.8	190.7	476	176.401	176.314	176.574	0.26	12	0	0	0	4	0										755.3	2584.7	750.3	2576.3	722.2	2604.3	695.1	2663.7	570.5	2259.4	4
												AA	1		CONCERTS		966.8	1696.9	2029.4	168.2	168.1	946.6	176.844	176.814	176.904	0.09	5	4	4	2	6	4										958.6	1709.3	966.4	1696.2	935.6	1669.2	886	1624.9	842.9	1624.5	6
												ER	0		CONCERTS		631.2	1841.6	2495.6	84.7	161.3	352.4	177.057	177.034	177.104	0.07	94	1	4	1	3	3										638.5	1834.2	630.3	1842.3	626.9	1830.9	608.2	1809.3	563.5	1770.7	5
												AA	1		LOT		987.8	1620.7	2986.3	153.3	223.6	365	177.447	177.364	177.614	0.25	5	1	4	1	7	0										959.7	1489	994.7	1634.7	1027.3	1677.5	1004	1682.9	971.3	1708	4
												AY	1		MY		843.4	1924.9	2951.6	80.8	149.7	575.7	177.99	177.976	178.036	0.06	41	0	0	0	2	0		s								843.2	1904	835.8	1998.2	820.9	1891.1	803.8	1801.6	792.7	1808.6	5
												AE	1		FAMILY		780.1	2324.2	3081.7	74.7	139.4	306.8	178.183	178.136	178.276	0.14	3	4	1	2	1	1										710.1	2263.4	787.6	2322.7	819.1	2282.6	817.6	2209.3	815.8	2049.3	5
												IY	0		FAMILY		664.5	2601.6	3139.4	145.7	164.6	281.8	178.482	178.425	178.596	0.171	12	0	0	0	7	0										679.1	2493.4	667.2	2583	680.9	2448.2	591.7	1661.4	521.4	1976.8	5
												AW	1		OUT		809.1	1568.9	2773.7	79.6	231.9	151.4	178.996	178.966	179.085	0.119	42	1	4	1	0	0										796.9	1558.1	819.3	1558.3	832.5	1517.8	842	1471.3	826.9	1438.2	5
												AH	0		OF		602.3	1693.6	2604	80.6	828	659.8	179.239	179.216	179.286	0.07	6	3	2	2	0	0										580.2	1824.9	613.4	1638.1	664.4	1402	676.8	1357.3	605.3	1297	6
												AY	1		MY		859.6	1818.7	2791.8	73.7	122.6	325	179.369	179.366	179.416	0.05	41	0	0	0	2	0		s								856.6	1901.9	848.4	1962	835.4	2015.4	823.4	2054.2	812.9	2060.5	5
												AE	1		FAMILY		800.8	2150.9	3227.7	394.8	492.9	626	179.473	179.446	179.526	0.08	3	4	1	2	1	1										819.8	2104.2	794.7	2151.7	737.9	2182.2	707.6	2271.3	770.1	2267.5	4
												EH	1		THERE		656.5	1928.4	2715.5	106.5	160.6	231.3	179.986	179.966	180.026	0.06	2	6	4	2	3	0										651.9	1930.6	656.8	1927.9	663.9	1919.8	660.3	1892.2	646.6	1841.5	5
												OW	1		GO		619.8	1209.3	2579.3	77.3	146.5	202	180.349	180.326	180.416	0.09	63	0	0	0	6	0										614.6	1215.9	629.1	1212	650.5	1271.2	670.9	1385.4	663.5	1482	5
												EH	1		THERE		713.2	2000.9	2601.6	96.5	148.9	190.5	180.546	180.466	180.706	0.24	2	6	4	2	3	0										712.7	1991.4	713.3	1999.3	693.4	1952.9	699.3	1946.3	704.5	1929	5
												AH	0		VISIT		575.9	1743.3	2807	167.4	106.4	1276.5	181.662	181.645	181.695	0.05	6	1	4	1	3	0										573.1	1745.9	575.9	1743.3	571.7	1735.9	561.1	1728.8	547.2	1723	5
												AY	1		MY		822.7	1836.2	2820.6	95.4	127.1	282.2	181.957	181.955	182.005	0.05	41	0	0	0	2	0		m								809.2	1896.5	782.1	1926.2	741.5	1915.9	702.8	1853.5	671	1774.1	5
												OY	1		BOYFRIEND		632.1	1396.9	2137	84.5	145	2076.9	182.105	182.075	182.165	0.09	61	3	2	1	1	1										614.4	1214.5	632.4	1412.4	631	1658.7	625.6	1837.4	625.9	1931.1	6
												OW	1		GOES		684.3	1413.6	2340.9	236.3	387.3	346.6	182.376	182.364	182.474	0.11	62	3	4	2	6	0										616.4	1308.5	622.5	1197.2	618.5	1222	611.4	1310.1	608.9	1458.1	6
												AO	1		ALBANY		826.2	1544.1	2745.4	82.9	146.5	188.7	182.595	182.575	182.635	0.06	53	5	4	2	0	5										796.1	1557.5	829.2	1541.7	856.8	1530.4	877.4	1532.9	886.5	1539.7	5
												AA	1		COLLEGE		833.7	1501.8	2334.1	107.1	225.5	549	182.922	182.895	182.975	0.08	5	5	4	2	6	1										858	1452.3	835.9	1499.4	866.7	1470.4	865.3	1461	836.5	1528.3	6
												AA	1		PHARMACY		807.6	1456.7	2253.8	103.7	193.6	190	183.184	183.164	183.225	0.061	44	6	4	2	1	5										809.8	1388.6	810.8	1465.2	846.9	1543.5	873.7	1604.1	888.6	1653.3	5
												IY	0		PHARMACY		619.5	2361.8	3078.8	154.1	204.8	330.2	183.538	183.475	183.665	0.19	12	0	0	0	3	0										625.1	2345.5	624.8	2373.4	626.3	2497.7	646.1	2565	681	2444.3	4
												AA	1		LOT		906.3	1640.1	3095.7	104.3	241.4	244.4	185.718	185.691	185.771	0.08	5	1	4	1	7	0										896.8	1595.6	907.1	1643.8	901.3	1680.2	867.8	1685.9	800.3	1673.8	5
												IH	1		VISITING		622.6	1929.7	2953.1	75.7	129.8	245.4	185.921	185.901	185.961	0.06	1	3	4	2	1	2										626.6	1926.7	622.3	1929.1	615	1925.1	603.8	1912.6	598.6	1890.6	4
												AH	0		VISITING		596.9	1632.5	2709.5	112.1	250.8	1101.2	186.058	186.041	186.091	0.05	6	1	4	1	3	1										594.9	1635.2	596.9	1632.5	597.5	1577.8	587.6	1514.2	589.7	1496.5	6
												AH	1		UH		891.8	1797.3	2913.4	66.3	136.8	430.1	187.694	187.651	187.781	0.13	6	0	0	0	0	0										890.8	1793.1	890	1799	872.3	1813.1	810.8	1902.8	704.3	2026.8	5
												EY	1		DAVE		679	2278.8	3099.3	320.9	262.1	1354.8	187.833	187.821	187.931	0.11	21	3	2	2	3	0										483.8	2288.7	485	2377.3	482.4	2443.9	473.4	2459.7	471.9	2398.9	5
												AE	1		MATTHEWS		823.8	2212.4	3070	66.5	96.2	269.8	188.044	188.021	188.091	0.07	3	3	3	1	2	1										819.6	2232.2	824.2	2205.7	824.8	2165.1	826.8	2022.3	844.2	2033.2	5
												AE	1		BAND		787.4	2202.4	2994.1	276.2	312.2	300.1	188.387	188.34	188.48	0.14	3	4	4	2	1	3										729.7	2112	793	2209.9	812.9	2155.4	834.9	2028.6	822.7	1909.4	5
												IY	0		DEFINITELY		684	2105.5	3145.6	168.6	133.7	211.4	191.358	191.341	191.391	0.05	12	0	0	0	8	0										693.8	2061.1	684	2105.5	649.4	2187.6	621.4	2266.6	633.3	2321.5	4
												AY	1		I'VE		1008.7	1891.2	2859.8	143.3	229.6	361.5	194.316	194.309	194.419	0.11	41	3	2	2	0	0		s								945	1953.1	900.1	2043.1	831.9	2075.5	748.7	2038.3	670.9	1910.2	5
												IH	1		BEEN		559.3	2328.3	2933.6	104.7	135	255.3	194.826	194.809	194.859	0.05	1	4	4	2	1	0										558.7	2281.7	559.3	2328.3	556.8	2414	546.9	2478	536.3	2501.4	4
												IH	0		TO		847.2	2118.9	3229.9	161.8	111.6	231.5	195.092	195.049	195.179	0.13	1	0	0	0	3	0										756.6	2104.2	855.9	2121.2	880.1	2100.7	888	2080.3	881.4	2070	4
												AA	1		NOT		978	1599.2	1982.6	248.8	344.3	382.7	195.419	195.319	195.619	0.3	5	1	4	1	4	0										1017.1	1605.9	975.7	1599	945.3	1613.8	910.2	1666.6	899.2	1765	6
												AH	1		UH		706.4	1834.7	2741.7	93.2	132.2	137.4	196.049	195.929	196.289	0.36	6	0	0	0	0	0										678.8	1822.3	712.3	1830.9	748.7	1843.2	749.8	1821.1	698.5	1816	5
												OW	1		OH		913.5	1542.7	2327.8	69.7	122.3	1554.7	196.772	196.748	196.948	0.2	63	0	0	0	0	0										914.9	1553.1	939	1524.4	944.2	1443.1	857.1	1275.3	711.3	1165.9	6
												EY	1		WAIT		729.7	2460.5	2964.1	165.7	156.4	311.4	197.03	196.998	197.178	0.18	21	1	4	1	9	0										728.4	2498.4	623.3	2613.4	537.6	2614.7	539.6	2683.8	645.9	2648.2	4
												EH	1		YES		827.8	2302.4	3028.5	218.1	152.7	403	197.34	197.307	197.407	0.1	2	3	4	1	9	0										762.2	2401.5	839.5	2283.4	905.7	2141.3	906.9	2045.5	898.5	1914.4	4
												AY	1		I		938.4	2025.4	3327.2	610.9	481.9	648.9	197.478	197.458	197.557	0.099	41	0	0	0	0	0										938.4	2025.4	823.9	1915	893.4	2103.9	895.7	2253.5	891.6	2356.7	4
												AE	1		HAVE		868.7	2212.4	3096.2	171.9	135.2	173.8	197.605	197.588	197.638	0.05	3	3	2	2	0	0										872.6	2236.3	868.7	2212.4	854.7	2160.1	809.1	2058.7	736.3	1967.4	4
												AH	0		BEEN		765.3	1955.3	2915.6	95.9	123.6	150.5	197.715	197.698	197.748	0.05	6	4	4	2	1	0										757.7	1932.2	765.3	1955.3	777.6	2002.3	779.9	2040.1	766.9	2058	4
												AO	1		MALL		926.2	1221.6	1828.8	134.4	87.6	1416.6	198.048	198.008	198.127	0.119	53	5	4	2	2	0										901.2	1212.1	929.6	1224.1	943.9	1255	929.8	1306.1	896.4	1317	6
												EH	1		THERE		780.3	2089.8	2833.2	40.5	165.1	193	198.404	198.337	198.538	0.201	2	6	4	2	3	0										773.2	2094.7	782.8	2089.9	811.6	2089.3	811.2	2107.1	820.1	2075.5	4
												AH	1		UM		872.3	1518.8	1903.5	94.6	158.2	672.1	199.032	198.992	199.112	0.12	6	4	1	2	0	0										894.3	1527.3	871.3	1512.4	867.1	1468.3	863	1458.5	848.7	1445.5	6
												IY	1		WE		522.8	2178.7	2769.2	101.4	149	166.1	199.449	199.422	199.502	0.08	12	0	0	0	9	0										521.4	2012.1	522.3	2190.5	511.4	2278.5	482.5	2294.5	401.1	1829	5
												AO	1		NORWICH		702.6	1327.9	2275.2	106.6	188.7	242.3	199.942	199.922	199.982	0.06	64	6	4	2	4	1										691.9	1391	704.2	1322	716.6	1279.9	731.3	1267.9	744.2	1278.7	6
												IH	0		NORWICH		763.3	1929	2606.3	71.7	242.2	263.9	200.141	200.121	200.182	0.061	1	2	5	1	9	0										765.4	1836.2	761.8	1938.1	735.5	2005.5	684.9	2056.1	640.2	2074.7	5
												AH	0		THE		621	1741.6	2915	83.7	165.6	171.1	200.749	200.732	200.782	0.05	6	0	0	0	3	0										621.8	1750.7	621	1741.6	613.9	1716	603	1683.7	605.4	1653.6	5
												AO	1		MALL		893.4	1335.8	3077.2	106.9	107.2	262.7	201.009	200.982	201.062	0.08	53	5	4	2	2	0										877.8	1317.7	894.7	1337.2	903.1	1353.3	903.1	1364.3	903.9	1367.8	5
												AY	1		LIKE		729.5	1807.9	2916.1	442.7	492.3	725.5	201.268	201.281	201.332	0.051	47	1	6	1	7	0										613.6	1919.1	607.1	2056.2	584.6	2190.3	551.7	2281.3	519.9	2230.5	5
												AY	1		FIVE		708.8	1866.1	2816	113.6	186.7	409.9	201.679	201.682	201.742	0.06	41	3	2	2	1	0		m								695.6	1923.1	681	1944.3	656.1	1937.9	619.3	1918.9	580.6	1901.4	4
												AH	0		MINUTES		832.8	1917.5	3207.2	46.6	62.6	241.9	201.962	201.942	202.002	0.06	6	1	4	1	4	3										841.1	1922.1	831.4	1916.9	811.1	1913.3	770.8	1904.4	714.3	1876	4
												AE	1		AND		759.6	2438.4	3025.1	168.3	102.6	305	202.735	202.642	202.922	0.28	3	4	4	2	0	3										714.1	2512.9	774.9	2418.4	875.8	2150.7	886.8	1947	866.8	1928.1	5
												OW	1		GOES		604.5	1332.9	2443.3	122.8	336.3	700.5	203.672	203.662	203.712	0.05	62	3	4	2	6	0										604.5	1332.9	608.2	1328.9	603.8	1311.2	576.8	1294	559.1	1313.7	6
												AA	1		COLLEGE		916.6	1805.9	2734.1	128.3	178.3	481.7	203.892	203.852	203.972	0.12	5	5	4	2	6	1										886.4	1851.7	917	1803.4	926.3	1767.3	956.1	1750	965.1	1737	4
												IH	0		COLLEGE		727.1	1818	2957.5	101.1	155.8	2082.5	204.051	204.031	204.092	0.061	1	2	5	2	7	0										764.8	1766.2	721.3	1823.5	664.4	1859.7	633.2	1858	653.4	1843.5	5
												EH	1		THERE		755.5	1938.6	2838	119.5	200.5	290.3	204.292	204.252	204.372	0.12	2	6	4	2	3	0										749	1918.3	756.2	1939.4	758	1926.4	750.3	1920.6	746.8	1917	5
												AH	0		VISITED		587.6	1698.4	3031.1	156.6	267.2	416.9	204.975	204.955	205.015	0.06	6	1	4	1	3	1										588.8	1793.1	590.2	1698.5	610.8	1709	610.8	1712.3	614.4	1734.8	5
												AH	0		VISITED		658.6	1781.7	3056.4	85.1	192.3	477.5	205.078	205.045	205.145	0.1	6	1	4	2	3	0										624.2	1772.5	663.1	1784.2	688.3	1806.6	692.1	1814	673.6	1806.2	5
												AO	1		LACROSSE		850.8	1533	2145.2	85	283.1	1063.3	206.863	206.846	206.896	0.05	53	3	4	1	8	0										853	1532.3	850.8	1533	844.7	1542.7	831.1	1552.5	821.3	1564.9	6
												AH	0		A		777.5	1562.8	2701.6	135.1	167	257.6	211.034	211.017	211.067	0.05	6	0	0	0	0	0										798.3	1605.6	777.5	1562.8	723.4	1480.5	597	1410.4	510.7	1379.3	5
												AH	1		BUNCH		801.1	1397.3	1754.8	74.9	196.9	984.3	211.137	211.117	211.177	0.06	6	4	4	2	1	3										778.4	1320.4	803.9	1407.4	818.3	1483.5	813.9	1499.9	795.2	1449.7	6
												AY	1		TIMES		919.4	2066.7	3047	170.1	87.8	394.3	211.391	211.377	211.487	0.11	41	4	1	2	3	3										902.4	1935.4	910.9	1969.3	919.4	2066.7	906.5	2140.6	864.2	2137.8	4
												AE	1		ACTUALLY		655.4	1879.7	2926.8	91.8	160.5	203.6	211.623	211.586	211.697	0.111	3	1	6	1	0	4										614.4	1779.8	662.1	1889.4	726.3	1927.8	749.2	1957.8	718.6	1976.7	5
												IY	0		ACTUALLY		585.8	2295.4	2908.3	123.4	199.6	283.3	211.854	211.827	211.907	0.08	12	0	0	0	8	0										586	2227.5	586.2	2300.5	587.8	2346.2	593.7	2324.1	612.8	2274.4	4
												AY	1		MY		897	1879.2	2098.8	97	206.3	1190.1	212.086	212.037	212.287	0.25	41	0	0	0	2	0										896.9	1883.4	872.5	2063.8	800.8	2234.6	674.4	1851	584.6	1671.2	6
												AH	1		UNCLE		910.7	1397.8	1923	123.4	87.4	721.1	212.695	212.672	212.742	0.07	6	4	6	2	0	4										921	1393.7	907.5	1402.3	894.2	1443.7	875.3	1506.6	865.8	1558.4	6
												AE	1		AUNT		825.4	2322.6	3010.9	76.5	128.6	815.9	213.065	213.012	213.172	0.16	3	4	4	2	0	3										807.6	2484.5	827.8	2297.2	846.7	2090.2	887.3	1978.4	900.9	1927.1	5
												AH	1		US		823	1673.2	2650.5	77	154.2	268.2	213.595	213.562	213.662	0.1	6	3	4	1	0	0										785.7	1700.3	827.2	1670.9	844.5	1662.2	823.7	1657.3	773.1	1675.1	5
												AW	1		ABOUT		804.7	1514.7	2618.3	70.1	152.4	317.1	213.9	213.872	214.081	0.209	42	1	4	1	1	0										834.2	1534.9	835	1486.2	801.5	1396.5	742.4	1262.4	668.8	1074.6	5
												UW	1		TWO		485.2	1642.3	2534.8	107.7	206.4	435.1	214.801	214.794	214.844	0.05	73	0	0	0	3	0										485.2	1642.3	485	1604.6	492.3	1585.1	506.7	1592.2	522.9	1610.4	5
												AY	1		TIMES		864.8	2037.6	3071.2	110.1	204.1	350.3	215.09	215.084	215.174	0.09	41	4	1	2	3	3		s								862	2034.3	848.2	2068.1	838.2	2147.1	823.2	2224.1	811	2213	5
												EY	1		A		520.6	2316	2925.9	136.7	154.6	273.5	215.345	215.333	215.394	0.061	22	0	0	0	0	0										520.6	2316	510.9	2404.6	506.8	2481.5	500.7	2535.6	501.2	2562.5	4
												IH	1		YEAR		618.4	2186.4	2719.5	137.1	165.7	637.7	215.48	215.453	215.534	0.081	14	6	4	2	9	0										615.2	2252.4	618.7	2181.9	624.3	2143.5	628.6	2094.2	631.6	2048.1	4
												AO	1		SMALLER		831.5	1279.1	1623.1	173.1	155.7	850.6	216.215	216.192	216.262	0.07	53	5	4	2	2	1										829.9	1255.7	830.6	1284.8	824.5	1312.6	843.2	1283.3	858.6	1213.7	6
												OW	1		KNOW		853.4	1710.6	2829.6	419.2	1245.2	743.8	217.194	217.186	217.256	0.07	63	0	0	0	4	0										843.8	1674	806.5	1492	793.7	1481.7	869.5	1866.5	919.2	2106.6	5
												AY	1		SIGHTSEE		754.1	1879	2937.9	112.9	153.9	288.9	217.357	217.326	217.426	0.1	47	1	4	1	3	4										739.7	1733.2	750.1	1938.2	674.8	2155.4	624.2	2292.7	676.9	2387.4	5
												IY	1		SIGHTSEE		579.7	2537.5	3148.7	392.5	330.5	479.1	217.612	217.565	217.705	0.14	12	0	0	0	3	0										611.8	2333.2	591.9	2549.4	679.2	2641.2	696.5	2640.3	674.7	2615.1	4
												IH	1		VISIT		636.8	1881.8	2980	85.6	255.7	182.9	217.852	217.835	217.886	0.051	1	3	4	2	1	1										639.6	1889.4	636	1878.7	629	1846.5	615.6	1786.9	607	1729.4	5
												AH	0		VISIT		616.8	1658.4	3009.8	96.7	202.8	562.5	217.982	217.965	218.016	0.051	6	1	4	1	3	0										612.9	1636.8	620.5	1662.7	657.1	1692.5	687.9	1708.5	704.1	1718.3	5
												OW	1		NO		859.7	1773.6	2145	85.2	188.1	1259.1	225.089	225.076	225.206	0.13	63	0	0	0	4	0										876.3	1680.3	873.9	1545.9	865.5	1491.9	858.5	1431.9	824.8	1369.7	6
												AA	1		CHICAGO		957.1	1789	2686.6	121.8	143.2	170.7	225.429	225.406	225.476	0.07	43	1	6	2	6	1										963.5	1751.4	952.1	1797.4	908.1	1831.1	831.5	1846.9	740.2	1841.9	5
												AY	1		I'VE		829.1	1698.3	2551.8	99.9	141.7	138.4	225.544	225.536	225.605	0.069	41	3	2	2	0	0		s								824.6	1733.2	798.5	1783.4	762	1837.3	733.3	1863.7	670	1821.9	5
												AH	0		BEEN		835.7	1880.4	2781.8	119.6	117.5	301	225.696	225.676	225.736	0.06	6	4	4	2	1	0										813.1	1847	837.1	1884.1	832.4	1922.6	801.1	1970.3	760.2	2008.2	5
												UW	1		TO		471	1933.7	2599.1	106.4	238.9	348.3	225.862	225.855	225.935	0.08	73	0	0	0	3	0										471	1880.6	480.9	1669.1	478.8	1426.4	490.8	1436.4	514.5	1502.1	5
												AH	1		ONCE		900.8	1627	3123.1	165.7	211.9	429.8	226.023	226.006	226.056	0.05	6	4	4	2	9	3										904.3	1598.7	900.8	1627	892.5	1674.7	873.7	1709	864	1717.2	4
												IY	0		THE		627	2469.2	3030.7	169.4	238.2	1257.7	226.533	226.506	226.586	0.08	12	0	0	0	3	0										617.4	2396.3	627.7	2470.7	620.2	2505.7	625.3	2487	627.2	2457.4	5
												EH	1		AIRPORT		655.6	2116.6	2467.6	69.3	140.7	188.4	226.616	226.586	226.676	0.09	2	6	4	2	0	4										644.3	2231	657	2108.5	668.4	1989.5	666.2	1882.5	653.2	1752	5
												AO	2		AIRPORT		653.2	1042	2290.8	130.4	117.3	124.5	226.813	226.786	226.866	0.08	64	6	4	2	1	3										671	1021.3	652.2	1044.2	655.9	1090.5	670.6	1171.2	688.2	1255.7	5
												AY	1		TYPE		749.9	1940.2	3087.2	250.6	410.2	414.6	227.778	227.777	227.857	0.08	47	1	1	1	3	0		s								724.5	1924.8	695.3	2012.4	649.6	2073	603.4	2134.1	582.3	2157.5	4
												AH	1		NOTHING		893.3	1648.4	1942.9	154.7	163.2	675.8	228.45	228.426	228.497	0.071	6	3	3	1	4	1										886.3	1680.7	894	1645.2	903.4	1615.1	896.5	1596.7	862.1	1565.4	6
												AY	1		I		936.5	1601.8	1953.7	122.9	165.3	1148.1	228.893	228.906	228.997	0.091	41	0	0	0	0	0		m								903.4	1426.5	885.8	1373.5	869.2	1345.6	857.7	1365.1	841.5	1392.3	6
												IH	1		VISITED		591.5	1864.4	2959.8	102.3	218.5	664.5	229.314	229.297	229.347	0.05	1	3	4	2	1	2										610.7	1895.8	591.5	1864.4	555.3	1832	528	1807.9	549.8	1793.6	4
												AH	0		VISITED		560.2	1706.4	2651.1	129.1	343.6	674.6	229.413	229.396	229.447	0.051	6	1	4	1	3	1										575.9	1729.4	559.6	1701.9	574.8	1690.6	586.1	1674.9	597.5	1734.6	5
												AH	0		VISITED		665.2	2066.2	3008.4	120.4	108.5	166.1	229.567	229.497	229.707	0.21	6	1	4	2	3	0										643.7	2058.4	666.2	2064.2	681.5	2048.9	702.7	2055.8	724.2	2038.4	5
												ER	0		OR		684.3	1915.1	2444.7	112.7	196	232.4	229.814	229.757	229.927	0.17	94	0	0	0	0	0										670.4	1926.1	685	1913.9	677	1892.8	662.2	1889.3	673.2	1925.8	5
												IH	0		EXPERIENCED		642.9	2155.1	2867.6	194.5	196	222.3	231.005	230.988	231.038	0.05	1	1	6	1	0	5										651.6	2132.1	642.9	2155.1	624.1	2190.3	628.2	2197	663.9	2172.8	5
												IY	0		EXPERIENCED		754.5	2244.7	2691.9	163.1	157.7	600.8	231.271	231.238	231.338	0.1	11	0	0	0	7	1										757.9	2186.6	754	2251.5	754.8	2288.1	769.7	2319.3	775.2	2310.1	4
												AE	1		THAT		859.4	1886	3068.3	85	117.3	202.7	231.558	231.508	231.658	0.15	3	1	4	1	3	0										820.9	1864.4	863.5	1885.7	874.3	1877.1	870.9	1861.6	863.8	1805.3	4
												AE	1		YEAH		778.7	2135.8	2773.2	69.7	129.9	327.8	234.921	234.881	235.001	0.12	3	0	0	0	9	0										702.6	2241.6	789.1	2125.6	841.4	2060.2	850.3	1980.1	851.1	1913.6	5
												AY	1		I		866.9	1990.7	2859.8	89.7	160.5	324.5	234.988	235.001	235.081	0.08	41	0	0	0	0	0		m								842.4	2040.3	829.3	2070.8	808.1	2077.1	743.2	2037.5	656	1958.8	4
