vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
AA	1	SOCKS	983.0	1624.7	2945.6	171.1	155.7	513.9	602.195	602.148	602.288	0.14	5	1	6	1	3	3			901.2	1651.4	993.9	1624.3	1070.7	1637.4	1084.0	1637.1	1132.6	1640.3	4	1010	1575	2601	5.1613	1	socks	602.2211
EH	1	EVERY	923.3	1730.9	3313.7	229.1	218.5	709.8	602.625	602.588	602.699	0.111	2	3	2	2	0	1			914.0	1710.6	922.7	1731.6	914.8	1724.1	882.8	1714.7	803.5	1696.6	4	876	1663	2788	2.32202	1	every	602.6272
EY	1	DAY	772.9	2034.4	3516.5	193.6	120.0	410.6	602.973	602.898	603.098	0.2	22	0	0	0	3	0			713.0	1972.1	769.7	2025.5	737.9	2052.8	654.6	2283.0	556.2	2407.4	4	738	1993	2495	22.0003	1	day	602.9575
AY	1	I	924.4	1604.9	2716.8	177.3	163.6	537.9	604.722	604.735	604.824	0.089	41	0	0	0	0	0		s	846.4	1774.2	787.7	1877.4	737.5	1976.2	649.8	1924.2	537.0	1628.2	5	927	1616	2686	41.0006	1	I	604.7321
AA	2	FLIPFLOPS	894.9	1327.7	1971.5	125.9	106.1	1697.4	605.328	605.295	605.394	0.099	5	1	1	1	8	3			881.2	1265.7	894.4	1332.5	884.6	1358.7	891.8	1376.3	909.8	1397.5	6	924	1401	2775	5.1118	1	(flip)flops	605.354
EH	1	EVERY	707.7	1554.1	3148.5	223.4	177.7	393.8	605.537	605.504	605.604	0.1	2	3	2	2	0	2			588.5	1529.4	723.5	1554.6	811.5	1570.0	824.7	1588.1	765.4	1586.8	5	844	1587	2988	2.32202	1	every	605.5672
EY	1	DAY	643.6	2087.8	3553.9	239.5	143.9	218.9	605.844	605.774	605.934	0.16	22	0	0	0	3	0			558.7	2049.2	622.9	2064.1	632.2	2104.5	622.6	2115.9	604.4	2139.3	4	671	2122	3488	21.0003	1	day	605.8546
EH	1	EXCEPT	797.6	1754.3	3099.0	279.3	178.9	460.9	606.108	606.075	606.174	0.099	2	1	1	1	3	3			760.3	1836.2	801.4	1746.0	818.1	1683.0	802.0	1663.5	776.2	1759.0	5	817	1670	2928	2.11133	1	(ex)cept	606.127
AE	1	HAVE	893.3	1917.2	3015.3	159.5	286.3	195.7	615.614	615.584	615.675	0.091	3	3	2	2	0	0			915.6	1977.8	887.7	1903.5	850.9	1820.4	805.9	1745.6	773.7	1674.1	5	943	2026	3021	3.322	1	have	615.5881
UW	1	STUPID	409.6	1535.0	2503.2	79.5	382.7	330.4	615.971	615.954	616.004	0.05	82	1	1	1	3	1			405.9	1554.4	409.6	1535.0	414.5	1522.1	423.2	1519.2	447.3	1526.9	6	397	1740	2604	82.11131	1	stupid	615.9535
EH	1	DRESS	712.7	1655.5	2579.5	135.8	286.4	674.5	616.231	616.194	616.305	0.111	2	3	4	1	8	0			609.8	1695.3	724.9	1653.7	782.9	1662.4	822.4	1664.3	892.3	1771.4	5	785	1659	2659	2.3418	1	dress	616.2495
OW	1	CODE	555.7	1296.6	2656.2	208.6	275.3	182.4	616.525	616.504	616.595	0.091	62	1	4	2	6	0			556.4	1290.1	572.9	1273.0	565.1	1311.5	540.0	1398.4	512.8	1531.1	5	568	1272	2672	62.142	1	code	616.5347
AY	0	DIVERSE	742.6	1951.3	3080.2	187.9	167.9	280.6	618.856	618.814	618.924	0.11	41	3	2	2	3	1		m	683.8	1905.0	739.5	1939.4	723.1	1982.7	653.6	1988.9	565.2	1862.8	5	740	1933	3095	41.32231	1	diverse	618.8497
ER	1	DIVERSE	563.8	1514.1	2103.9	200.6	310.8	344.8	619.04	619.003	619.113	0.11	94	3	4	1	1	0			526.8	1436.1	568.9	1518.7	582.3	1578.7	527.0	1612.4	528.3	1568.6	6	538	1458	2012	94.6001	1	(di)verse	619.0307
AA	1	ARE	1111.1	1568.1	2332.5	298.5	192.4	908.1	624.689	624.652	624.762	0.11	44	6	4	2	0	0			1055.0	1577.7	1112.0	1568.9	1062.8	1606.3	919.7	1634.3	771.9	1628.7	5	1121	1571	2348	44.6	1	are	624.6932
OW	1	NO	654.2	1520.2	2943.0	242.3	100.0	1213.7	626.826	626.801	627.011	0.21	63	0	0	0	4	0			740.8	1350.6	685.3	1205.5	618.0	1080.6	561.3	932.5	501.1	852.8	5	767	1338	3274	62.0004	1	no	626.846
IY	1	REVEALING	450.6	2922.7	3783.8	186.2	194.6	238.3	627.277	627.23	627.37	0.14	11	5	4	2	1	1			418.9	2716.1	456.4	2940.9	523.3	3084.6	588.3	3247.7	1061.9	3166.9	3	480	2700	3170	11.5421	1	(re)vealing	627.2835
AH	1	STUFF	943.8	1430.5	3271.4	372.9	154.0	603.8	627.867	627.78	628.04	0.26	6	3	2	1	3	0			983.2	1454.1	942.3	1425.2	900.7	1388.5	936.9	1392.2	894.2	1317.6	4	918	1417	2933	6.3213	1	stuff	627.8733
OW	1	KNOW	608.0	1440.3	2353.7	181.7	124.3	1437.0	629.059	629.04	629.12	0.08	63	0	0	0	4	0			604.8	1458.5	620.2	1402.3	641.3	1382.9	635.4	1381.9	610.0	1380.1	6	634	1405	2955	62.0004	1	know	629.0688
AE	1	CAN'T	518.9	2672.2	3477.6	173.8	163.5	431.2	629.628	629.598	629.689	0.091	33	4	4	2	6	3			487.4	2751.7	527.3	2664.2	584.5	2556.2	630.7	2320.3	665.3	2105.3	4	590	2585	3163	3.44203	1	can't	629.6358
AH	1	BUTT	780.9	1257.2	2726.6	119.6	98.8	279.3	630.598	630.558	630.678	0.12	6	1	4	1	1	0			699.5	1037.9	782.8	1270.1	781.7	1382.4	748.8	1494.0	665.5	1637.7	6	777	1356	2740	6.1411	1	butt	630.6117
AO	1	SHORTS	552.5	1024.7	2284.7	84.2	163.6	288.6	630.909	630.869	630.988	0.119	64	6	4	2	5	3			540.1	1084.6	553.3	1024.4	566.2	1054.4	577.9	1101.7	613.9	1173.7	6	561	1051	2314	54.60053	1	shorts	630.8999
AH	1	BUTT	765.2	1162.8	2792.9	211.5	73.4	108.0	632.127	632.094	632.194	0.1	6	1	4	1	1	0			679.0	1158.7	783.7	1168.4	874.4	1213.1	858.4	1248.9	873.4	1304.7	6	839	1209	2845	6.1411	1	butt	632.1503
AW	1	OUT	1008.3	1840.8	3036.5	373.1	318.6	249.4	632.538	632.513	632.653	0.14	42	1	4	1	0	0			1032.8	1803.4	1081.9	1629.0	1053.1	1460.2	1004.3	1309.1	799.1	1128.6	4	1150	1720	2958	42.141	1	out	632.5586
IY	1	REASONABLE	435.6	2486.5	3066.0	239.8	541.0	821.1	636.056	636.029	636.11	0.081	11	3	4	2	7	2			450.4	2340.4	434.9	2488.3	429.7	2350.9	426.5	2112.0	414.2	2063.3	4	432	2519	3156	11.34272	1	reasonable	636.054
IH	1	FLIPFLOPS	585.3	1391.0	2272.7	218.3	54.6	1619.8	637.71	637.693	637.744	0.051	1	1	1	1	8	4			596.9	1396.5	581.9	1388.8	551.0	1370.1	524.6	1352.8	497.8	1341.3	6	626	1407	3233	1.11184	1	flipflops	637.7063
AA	2	FLIPFLOPS	969.4	1450.5	3120.5	224.1	177.4	90.4	637.926	637.903	637.973	0.07	5	1	1	1	8	3			953.6	1447.2	969.9	1450.9	950.7	1444.4	883.3	1419.8	741.6	1386.3	4	954	1451	3076	5.1118	1	(flip)flops	637.9315
OW	1	DON'T	714.4	1471.6	1733.6	197.5	258.3	370.6	649.535	649.501	649.64	0.139	62	4	4	2	3	3			667.2	1463.5	799.3	1396.2	831.2	1257.7	806.0	1191.1	619.3	1159.3	6	924	1389	2901	62.44233	1	don't	649.554
OW	1	KNOW	891.2	1193.2	3232.0	460.1	110.9	487.4	649.808	649.801	649.89	0.089	63	0	0	0	4	0			830.6	1163.9	673.5	1104.4	576.5	1089.3	516.2	1062.2	514.5	1044.1	5	1079	1519	3219	62.0004	1	know	649.7599
AA	1	LOT	775.5	1223.2	2847.9	203.3	221.5	1257.8	650.882	650.812	651.023	0.211	5	1	4	1	7	0			702.1	1132.4	794.6	1223.7	962.4	1375.7	994.1	1538.9	963.5	1542.4	5	1001	1513	2178	5.1417	1	lot	650.9382
AO	1	TALKED	1005.7	1377.2	3231.0	148.6	151.5	322.1	652.337	652.307	652.396	0.089	53	1	6	1	3	3			996.9	1370.9	1009.1	1378.2	1029.5	1371.4	1020.0	1375.2	994.2	1383.9	4	999	1356	3050	53.1613	1	talked	652.3481
IH	1	SYRACUSE	550.0	1894.0	2956.0	274.1	436.2	727.9	653.169	653.126	653.256	0.13	14	6	4	2	3	2			583.8	1837.6	547.9	1915.2	597.4	2012.3	644.5	1861.6	623.6	1901.7	5	587	2049	2978	14.60032	1	Syracuse	653.1889
OW	1	SO	815.9	1376.0	3647.8	237.2	117.7	678.9	654.818	654.785	655.045	0.26	63	0	0	0	3	0			875.0	1350.8	886.1	1265.8	776.2	1138.5	782.3	2015.8	812.9	3015.4	4	921	1315	3256	62.0003	1	so	654.8583
AH	1	ENOUGH	990.0	1482.0	2997.9	226.1	136.1	1136.4	661.015	660.992	661.062	0.07	6	3	2	1	4	0			967.5	1522.5	990.4	1477.3	964.3	1425.8	929.2	1396.5	930.4	1395.0	5	990	1449	3158	6.3214	1	(e)nough	661.0213
IY	1	PEOPLE	454.7	2607.2	3182.5	193.2	209.2	748.0	661.259	661.232	661.312	0.08	11	1	1	1	1	1			450.9	2643.5	455.4	2602.9	455.6	2500.6	450.5	2295.2	431.1	2105.5	4	459	2622	3144	11.11111	1	people	661.2602
EH	1	THERE	741.9	1908.3	2961.7	126.3	567.2	1550.9	661.559	661.522	661.632	0.11	24	6	4	2	3	0			732.4	1873.7	741.7	1906.7	747.1	1876.2	762.6	1857.7	776.2	1823.6	5	747	1914	3101	24.6003	1	there	661.5497
OW	1	ONLY	571.0	1064.2	2534.3	221.2	245.5	570.3	661.847	661.822	661.923	0.101	62	4	4	2	0	1			559.4	1077.4	591.8	1036.4	624.0	992.9	603.1	926.9	553.1	913.9	6	640	993	3244	62.44204	1	only	661.8736
AA	1	SHOPPING	1049.9	1668.7	2756.1	61.0	162.2	548.3	665.873	665.826	665.967	0.141	5	1	1	1	5	1			979.7	1698.7	1051.3	1667.4	1042.0	1625.5	999.8	1605.8	857.6	1511.4	4	1034	1604	2643	5.1115	1	shopping	665.8953
AH	1	STUFF	740.6	1372.2	2580.0	161.8	149.5	1115.9	666.766	666.746	666.807	0.061	6	3	2	1	3	0			689.3	1392.5	746.5	1370.3	771.9	1358.9	747.2	1335.8	724.9	1316.8	5	783	1371	2690	6.3213	1	stuff	666.7768
AO	1	TALK	856.1	1521.9	2625.7	120.2	283.3	250.6	671.508	671.478	671.568	0.09	53	1	6	1	3	0			809.2	1510.4	859.0	1516.3	889.4	1456.2	890.3	1425.0	872.1	1416.5	5	890	1422	2630	53.1613	1	talk	671.5342
IH	1	DIFFERENT	501.0	2142.5	3493.4	419.8	423.5	448.1	671.707	671.677	671.767	0.09	1	3	2	1	3	2			557.1	2274.4	501.9	2136.3	538.9	2064.0	614.8	2038.1	678.8	2083.6	4	669	1801	2996	1.32132	1	different	671.7495
EH	1	TELL	979.5	1641.2	3125.9	82.3	130.7	214.2	678.079	678.062	678.112	0.05	2	5	4	2	3	0			976.9	1642.4	979.5	1641.2	982.0	1628.8	981.5	1617.9	979.5	1609.3	4	981	1616	3116	2.5423	1	tell	678.0905
AO	1	MORE	608.0	1045.6	2598.5	153.6	70.4	138.7	678.789	678.752	678.863	0.111	64	6	4	2	2	0			562.7	935.2	618.0	1061.2	704.9	1195.1	771.2	1370.9	794.6	1519.9	5	568	968	2680	64.6002	1	more	678.7789
AE	1	ACCENT	808.9	2469.0	3460.3	195.4	140.9	386.4	679.176	679.103	679.322	0.219	3	1	6	1	0	4			722.6	2425.3	805.7	2466.8	854.7	2433.0	900.5	2304.2	902.1	2237.6	4	868	2398	3412	3.16104	1	accent	679.2152
EY	1	THEY	602.6	2316.2	3281.6	129.1	96.1	114.8	681.484	681.448	681.709	0.261	22	0	0	0	3	0			585.7	2353.9	515.2	2501.0	458.5	2615.5	411.4	2659.6	403.9	2476.4	5	598	2298	3259	22.0003	1	they	681.468
AO	1	MORE	592.2	982.8	2544.8	216.5	73.6	526.7	683.28	683.247	683.347	0.1	64	6	4	2	2	0			559.3	937.8	598.4	991.5	677.9	1079.7	742.1	1211.7	739.4	1287.2	6	695	1055	2760	64.6002	1	more	683.2961
AO	1	CAUGHT	965.5	1362.4	3362.7	102.2	219.7	862.3	699.506	699.416	699.686	0.27	53	1	4	1	6	0			924.4	1299.0	965.5	1363.2	948.8	1383.2	935.7	1405.5	886.4	1472.3	5	966	1367	3430	53.141	1	caught	699.5108
AA	1	DON	1063.0	1704.2	3640.8	265.6	65.4	380.3	703.374	703.287	703.547	0.26	5	4	4	2	3	0			1034.2	1768.7	1068.8	1704.4	1117.0	1709.3	1125.2	1725.3	1085.5	1747.2	4	1171	1724	3590	5.4423	1	Don	703.4318
AA	1	FATHER	1029.2	1667.3	3484.5	98.7	103.8	577.4	706.529	706.469	706.649	0.18	43	3	3	2	1	1			980.5	1654.0	1030.9	1667.2	1043.7	1676.9	1042.1	1695.9	935.6	1679.3	4	1036	1667	3068	43.33111	1	father	706.569
AH	1	BROTHER	707.6	1346.2	2368.9	142.1	180.7	740.6	707.172	707.118	707.279	0.161	6	3	3	2	8	1			585.0	1512.3	719.3	1339.4	803.7	1357.0	840.6	1461.5	730.1	1495.2	5	837	1372	3439	6.33181	1	brother	707.2103
AA	1	BOTHER	1119.8	1649.5	3325.5	84.5	190.6	259.2	708.145	708.085	708.265	0.18	5	3	3	2	1	1			1093.6	1639.6	1122.7	1652.3	1127.5	1681.4	1098.5	1698.3	995.0	1640.7	4	1118	1668	3250	5.33111	1	bother	708.1805
AA	1	BOTHER	991.8	1668.6	3733.2	134.1	226.1	392.1	708.614	708.544	708.754	0.21	5	3	3	2	1	1			905.7	1669.7	997.9	1667.3	1032.2	1669.0	967.7	1627.4	940.4	1660.1	4	1024	1665	3264	5.33111	1	bother	708.676
AA	1	FATHER	955.6	1676.1	3644.6	132.7	184.1	347.5	710.359	710.309	710.46	0.151	43	3	3	2	1	1			876.7	1617.7	965.7	1676.1	983.1	1657.5	950.4	1652.0	829.7	1616.0	4	996	1658	3296	43.33111	1	father	710.3806
IH	1	NEARER	450.1	2946.0	3923.0	83.7	147.1	219.8	714.451	714.391	714.571	0.18	14	6	4	2	4	1			435.1	2861.4	452.0	2947.2	461.2	2833.4	477.3	2738.1	493.0	2503.4	3	453	2815	3699	14.60041	1	nearer	714.4594
IH	1	MIRROR	484.2	2825.7	3950.8	153.1	104.4	433.4	715.087	715.03	715.2	0.17	14	6	4	2	2	1			458.2	2852.0	488.8	2822.8	550.5	2823.3	588.1	2706.1	619.5	2316.5	3	476	2809	3619	1.60021	1	mirror	715.0757
AY	1	RHYME	992.2	1682.2	3415.7	282.4	168.8	1664.4	715.857	715.802	715.982	0.18	41	4	1	2	7	0		s	955.4	1655.8	977.2	1698.2	875.0	1769.8	704.9	1799.7	600.9	1850.4	5	988	1673	3583	41.4127	1	rhyme	715.8393
IY	1	READ	510.6	2057.6	3714.9	170.1	170.8	639.6	729.922	729.898	729.969	0.071	11	1	4	2	7	0			511.9	1892.5	510.5	2074.8	508.4	2217.7	504.7	2322.2	499.1	2350.8	4	491	2007	2738	11.1427	1	read	729.9462
AW	1	OUT	984.2	1507.1	3429.0	1146.4	185.7	349.3	730.075	730.059	730.168	0.109	42	1	4	1	0	0			1050.1	1511.3	1099.8	1506.8	1068.4	1485.1	1028.5	1447.3	958.6	1383.1	4	1140	1554	3359	42.141	1	out	730.0865
AW	1	LOUD	1047.2	1638.9	3430.1	160.8	221.1	319.6	730.287	730.259	730.458	0.199	42	1	4	2	7	0			1052.7	1642.6	1083.8	1630.5	1010.3	1585.0	1093.4	1279.8	1060.6	1529.9	4	1032	1601	3127	42.1427	1	loud	730.3116
AA	1	FARM	959.1	1540.3	1819.2	109.2	139.1	2386.6	732.479	732.419	732.599	0.18	44	6	4	2	1	3			848.5	1475.9	963.6	1551.4	1011.4	1557.9	928.0	1472.6	813.3	1571.8	6	1008	1591	2605	44.6001	1	farm	732.5087
AH	1	DUSK	848.7	1506.4	2892.7	69.9	90.0	256.0	732.962	732.899	733.088	0.189	6	3	4	1	3	3			820.3	1592.0	849.6	1499.7	851.7	1474.8	864.9	1495.4	885.5	1559.6	5	850	1480	2891	6.34133	1	dusk	732.9784
AY	1	SIGHT	849.0	1550.8	3097.7	262.2	108.8	887.4	734.315	734.25	734.51	0.26	47	1	4	1	3	0			840.1	1502.2	788.6	1714.3	551.2	1914.6	430.5	1946.9	438.7	2280.7	5	847	1557	3091	47.1413	1	sight	734.3175
AA	1	SOCKS	1033.6	1630.0	3055.4	143.1	170.5	188.6	734.846	734.779	734.979	0.2	5	1	6	1	3	3			1017.7	1665.9	1037.3	1628.1	1076.2	1629.4	1066.2	1641.3	988.8	1669.9	4	1030	1599	2979	5.1613	1	socks	734.861
EH	1	ELEMENTARY	946.7	1650.7	3749.1	424.2	149.1	233.2	735.463	735.44	735.509	0.069	2	4	4	2	2	5			903.2	1595.4	948.4	1655.6	949.3	1692.4	918.5	1735.9	841.5	1775.9	4	971	1689	1702	2.44225	1	(ele)mentary	735.4722
AY	1	HIGHSCHOOL	1069.6	1821.5	3093.5	249.8	435.0	589.9	736.505	736.505	736.615	0.11	47	3	4	1	0	4			1022.3	1859.2	936.8	1996.1	825.2	2220.7	626.1	2467.4	472.8	2598.3	4	920	1858	2767	47.34201	1	highschool	736.539
OW	1	BOAT	687.0	1139.5	2990.3	226.9	108.3	60.4	737.653	737.627	737.847	0.22	62	1	4	1	1	0			761.2	1133.1	735.6	1067.3	552.2	997.5	466.5	958.7	443.1	900.8	6	722	1106	3058	62.1411	1	boat	737.683
AY	1	SLIDER	1035.5	1609.9	3471.5	201.1	282.9	234.0	739.039	739.017	739.147	0.13	41	1	4	2	8	1			1035.0	1645.8	1020.8	1818.1	928.5	2060.6	779.8	2462.1	574.1	2593.1	4	995	1654	3233	41.14281	1	slider	739.0564
AY	1	SLIDER	920.5	1669.3	3366.5	116.4	241.2	424.4	740.201	740.172	740.302	0.13	41	1	4	2	8	1			918.3	1630.8	891.4	1794.2	805.2	2020.9	714.1	2193.8	593.1	2160.8	4	904	1559	3352	41.14281	1	slider	740.191
IH	1	SIX	696.0	1957.1	3177.2	116.7	184.1	177.8	741.566	741.529	741.639	0.11	1	1	6	1	3	3			624.5	1817.9	698.6	1958.4	707.7	1885.5	696.3	1617.6	641.3	1624.2	6	700	1982	3110	1.16133	1	six	741.5859
AY	1	TIGER	926.1	1582.7	3331.0	179.7	429.6	888.5	742.093	742.088	742.249	0.161	41	1	6	2	3	1			849.1	1538.2	790.7	1748.4	693.5	2006.3	612.1	2334.4	497.8	2437.4	5	830	1533	2773	41.25231	1	tiger	742.1208
ER	1	BURN	657.3	1681.8	2095.7	235.5	312.6	358.0	742.888	742.818	743.028	0.21	94	4	4	2	1	0			627.2	1581.5	654.9	1689.6	625.1	1712.9	624.7	1736.1	604.4	1769.4	5	625	1706	2168	94.6001	1	burn	742.9186
AY	1	WRITING	798.1	1713.6	2463.5	173.4	206.0	301.0	743.396	743.379	743.519	0.14	47	1	4	1	7	1			779.6	1787.2	697.2	1866.6	589.7	2017.3	521.0	1973.0	471.6	2098.0	5	794	1779	2512	47.1417	1	writing	743.4033
OW	1	GO	730.3	1253.4	2703.3	175.1	113.9	255.7	744.239	744.19	744.561	0.371	63	0	0	0	6	0			782.7	1250.8	777.4	1212.8	725.3	1116.2	592.4	1007.9	506.4	959.0	5	777	1238	2705	62.0006	1	go	744.262
AO	1	STALKS	903.3	1331.7	2794.8	140.8	114.0	481.6	745.51	745.42	745.689	0.269	53	1	6	1	3	3			864.0	1373.1	905.6	1328.2	928.2	1305.9	913.5	1332.3	893.9	1352.5	5	904	1324	2771	53.1613	1	stalks	745.5154
AY	1	WIDE	1024.0	1554.4	2548.2	95.7	225.4	549.3	746.621	746.541	746.881	0.34	41	1	4	2	9	0			1019.2	1543.2	1016.6	1623.5	961.5	1963.8	774.3	2217.1	542.2	2502.7	5	1026	1557	2583	41.1429	1	wide	746.6143
IH	2	INVENTORY	605.7	2405.8	3429.6	137.2	171.2	225.2	747.982	747.959	748.029	0.07	1	4	4	2	0	5			589.0	2346.3	606.4	2407.5	605.6	2399.8	584.7	2370.7	563.7	2311.6	4	610	2386	3388	1.44205	1	inventory	747.9921
AO	1	INVENTORY	668.7	1245.3	2704.8	225.1	83.9	792.3	748.425	748.378	748.519	0.141	64	6	4	2	3	1			635.6	1355.8	663.5	1239.8	615.8	1178.7	650.0	1178.9	691.7	1235.1	6	599	1152	2678	54.60031	1	(inven)tory	748.4553
ER	1	FIRM	768.9	1585.3	2084.3	277.1	184.8	207.9	749.041	748.968	749.188	0.22	94	4	1	2	1	0			730.2	1487.4	767.7	1595.7	732.6	1653.0	701.6	1685.6	671.5	1674.7	6	691	1638	2086	94.6001	1	firm	749.073
AY	1	SPIDER	805.3	1506.6	2689.7	125.5	168.0	297.6	749.813	749.759	750.129	0.37	41	1	4	2	1	1			725.5	1487.9	509.7	2410.9	451.7	1971.2	662.5	1926.5	662.9	1656.9	6	761	1462	2650	41.14211	1	spider	749.8159
EH	1	DESK	911.7	1849.2	3151.2	120.0	293.4	918.9	750.548	750.488	750.669	0.181	2	3	4	1	3	3			815.0	1888.2	921.1	1845.1	969.4	1802.2	966.1	1775.2	923.4	1690.1	4	936	1738	2490	2.34133	1	desk	750.5752
EH	1	RUDIMENTARY	943.3	1719.0	3600.3	423.1	262.0	330.1	755.382	755.356	755.435	0.079	2	4	4	2	2	5			965.6	1705.2	933.4	1718.5	869.2	1720.7	778.0	1736.3	654.3	1752.9	4	975	1698	3601	2.44225	1	(rudi)mentary	755.3669
AY	1	WHITE	703.1	1568.9	2812.4	94.9	128.2	203.9	757.564	757.548	757.779	0.231	47	1	4	1	9	0			672.8	2019.0	589.6	2390.1	525.5	2557.0	531.3	2555.3	455.7	1909.0	5	685	1328	2755	47.1419	1	white	757.5476
EY	1	CRAYON	581.6	2165.4	2543.0	181.0	227.6	259.1	758.271	758.258	758.489	0.231	21	0	0	0	8	1			573.9	2424.7	497.3	2500.2	487.1	2488.5	526.1	2329.9	664.7	2060.9	5	514	2509	3072	21.4428	1	crayon	758.3304
OW	1	HOME	902.5	1181.4	3072.4	115.0	231.8	389.3	759.551	759.544	759.793	0.249	62	4	1	2	0	0			551.7	1070.0	559.0	1033.3	543.7	950.6	470.1	994.1	450.1	1038.7	6	931	1118	3132	62.412	1	home	759.5773
EH	1	SEX	948.5	1720.3	2108.4	78.5	167.2	2292.7	760.13	760.083	760.223	0.14	2	1	6	1	3	3			855.7	1689.3	953.4	1719.1	967.3	1732.0	952.9	1632.3	1007.6	1788.5	5	964	1717	2349	2.16133	1	sex	760.1401
AY	1	TIED	1007.7	1840.4	2912.6	90.0	124.9	505.0	760.736	760.653	760.913	0.26	41	1	4	2	3	0			985.8	1809.5	1006.7	1857.8	969.1	1916.5	895.3	2047.7	733.9	2493.6	4	1008	1858	2931	41.0023	1	tied	760.7427
AE	1	BAG	775.8	2266.2	3100.2	261.9	689.3	403.9	761.403	761.313	761.584	0.271	3	1	6	2	1	0			757.2	2212.7	767.1	2232.8	822.1	2065.7	893.6	2013.4	855.1	2002.9	5	703	2212	3095	3.1621	1	bag	761.3733
OW	1	NO	952.5	1502.9	2666.9	273.2	244.0	1358.1	762.06	762.014	762.294	0.28	63	0	0	0	4	0			996.7	1483.2	1038.5	1391.6	1010.2	1265.9	1004.5	1107.0	625.0	1018.8	5	1079	1517	3189	62.0004	1	no	762.0776
AY	1	RIDING	979.5	1741.8	3021.0	86.3	140.2	480.8	763.136	763.122	763.291	0.169	41	1	4	2	7	1			976.2	1776.1	957.3	1932.1	868.3	2135.1	706.5	2398.5	566.0	2492.2	4	978	1743	3015	41.1427	1	riding	763.1422
AE	1	SACKS	843.7	2121.6	3295.8	180.7	100.7	360.5	764.095	764.005	764.275	0.27	3	1	6	1	3	3			769.0	2043.5	843.1	2125.5	910.1	2119.6	946.2	2027.8	949.8	1952.2	4	847	2120	3316	3.1613	1	sacks	764.0945
EH	2	SEDIMENTARY	896.2	1705.2	3161.8	158.9	143.3	183.3	764.757	764.724	764.824	0.1	2	1	4	2	3	2			836.6	1674.8	901.4	1707.0	917.1	1721.5	920.0	1733.2	884.7	1750.7	4	914	1721	3110	2.14232	1	sedimentary	764.773
AY	1	MINOR	1178.5	1799.5	3105.3	246.8	119.0	423.9	765.719	765.674	765.834	0.16	41	4	4	2	2	1			1163.5	1742.9	1173.1	1838.3	1118.9	1953.7	1022.4	2164.1	817.0	2346.3	4	1165	1738	3068	41.44221	1	minor	765.706
