vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
AA	2	FLIPFLOPS	853.4	1507.6	2533.5	227.2	204.1	981.3	1100.772	1100.722	1100.872	0.15	5	1	1	1	8	3			855.8	1451.7	854.8	1510.2	869.5	1513.0	870.5	1573.1	837.9	1574.0	5	868	1501	2557	5.1118	1	(flip)flops	1100.7901
AO	1	HALL	856.0	1121.6	2798.6	137.0	113.9	692.2	1101.806	1101.769	1101.879	0.11	53	5	4	2	0	0			888.8	1138.0	853.9	1120.0	848.0	1104.5	838.9	1087.0	808.0	1067.2	5	849	1096	2804	53.542	1	hall	1101.8322
AA	1	MONITOR	875.1	1762.7	1854.6	124.4	151.3	1156.0	1102.058	1102.018	1102.138	0.12	5	4	4	2	2	2			871.6	1691.1	876.5	1771.1	887.8	1724.2	893.4	1810.5	885.5	1846.5	6	915	1853	2785	5.44222	1	monitor	1102.0999
AO	1	STALKS	907.9	1402.0	2138.6	153.6	128.8	232.5	1102.675	1102.628	1102.769	0.141	53	1	6	1	3	3			830.3	1418.3	909.1	1400.6	921.7	1383.8	934.3	1377.6	917.3	1393.5	5	927	1380	2298	53.1613	1	stalks	1102.7028
IY	1	SEE	345.8	2451.6	2768.7	94.6	120.5	247.5	1103.482	1103.408	1103.629	0.221	12	0	0	0	3	0											2243.0	2571.0	4	352	2467	2813	12.0003	1	see	1103.492
AW	1	OUT	905.9	1509.3	2080.4	159.1	141.8	2444.2	1104.22	1104.169	1104.429	0.26	42	1	4	1	0	0			908.4	1509.7	945.5	1406.9	924.8	1307.5	837.2	1210.6	705.4	1114.2	6	946	1392	2404	42.141	1	out	1104.2768
AO	2	UNIFORM	574.2	709.5	2239.2	269.0	763.8	694.2	1105.106	1105.069	1105.179	0.11	64	6	4	2	1	3			589.3	1002.9	571.1	704.2	530.3	782.0	516.0	834.4	370.3	888.8	6	541	829	2031	54.6001	1	(uni)form	1105.1371
AE	1	LAST	566.0	2166.4	2733.1	55.6	110.7	161.4	1106.617	1106.58	1106.69	0.11	33	3	4	1	7	0			574.7	2083.8	565.3	2170.8	540.5	2218.7	498.1	2219.7	459.1	2214.2	4	591	1923	2822	3.34173	1	last	1106.5807
AA	1	JOHN	756.8	1898.3	2527.0	284.2	141.3	789.5	1107.283	1107.259	1107.33	0.071	5	4	4	2	5	0			713.3	1930.6	761.2	1896.2	801.4	1871.6	818.4	1861.0	819.9	1850.4	5	816	1849	2563	5.4425	1	John	1107.3089
EH	1	SUSPENDED	805.6	1615.7	2309.3	188.0	163.8	1330.2	1108.855	1108.825	1108.915	0.09	2	4	4	2	1	4			763.0	1569.4	811.1	1623.8	828.8	1571.1	823.3	1592.9	784.9	1678.0	5	846	1650	2605	2.44213	1	(su)spended	1108.8572
EH	1	SAID	689.6	1804.6	2735.5	208.0	254.0	297.7	1109.874	1109.774	1110.074	0.3	2	1	4	2	3	0			640.3	1554.8	696.2	1812.4	578.6	1781.8	577.8	1480.3	644.8	1420.9	5	679	1791	2694	2.1423	1	said	1109.8925
EH	1	DRESS	690.3	1729.4	2534.9	279.2	165.1	1650.1	1110.992	1110.959	1111.058	0.099	2	3	4	1	8	0			668.5	1759.5	693.6	1725.7	713.1	1711.6	719.4	1704.7	690.2	1656.5	4	705	1715	2814	2.3418	1	dress	1111.005
OW	1	CODE	832.5	1563.3	2814.9	391.7	468.4	712.0	1111.314	1111.298	1111.448	0.15	62	1	4	2	6	0			562.0	1106.1	539.9	1062.4	488.3	1044.8	471.7	1084.9	521.2	1602.7	5	619	1080	2683	62.142	1	code	1111.3516
IY	1	SEE	366.5	2326.5	2766.2	182.7	225.7	687.7	1112.906	1112.859	1112.999	0.14	12	0	0	0	3	0			356.7	2282.7	366.0	2326.9	349.2	2383.5	344.2	2372.6	377.6	1999.0	4	367	2314	2660	12.0003	1	see	1112.8981
IY	1	EVEN	386.0	2686.9	3048.0	210.5	181.6	395.8	1114.844	1114.814	1114.904	0.09	11	3	2	2	0	1							2682.8	3485.7					4	396	2663	3089	11.32201	1	even	1114.8486
AY	1	MY	892.3	1796.8	3040.4	230.1	142.0	646.2	1115.188	1115.174	1115.394	0.22	41	0	0	0	2	0			867.5	1893.8	753.1	2051.6	619.9	2223.9	567.4	2358.3	488.9	2258.4	4	892	1800	3135	41.0002	1	my	1115.1883
AA	1	FATHER	953.4	1687.3	2553.5	148.2	172.1	459.7	1115.618	1115.544	1115.765	0.221	43	3	3	2	1	1			914.2	1663.0	956.4	1687.9	940.0	1675.8	890.0	1640.2	709.5	1499.6	5	1004	1781	2882	43.33111	1	father	1115.6111
IY	1	MEAN	466.2	2533.5	2737.1	642.2	486.9	516.9	1117.332	1117.265	1117.465	0.2	11	4	4	2	2	0			474.1	2529.2	465.0	2554.2	429.0	2569.7	945.9	2531.9	365.7	2515.2	4	536	2572	2596	11.4422	1	mean	1117.3035
EH	1	DRESS	797.9	1608.1	2049.8	209.1	380.6	344.4	1126.24	1126.213	1126.293	0.08	2	3	4	1	8	0			752.8	1616.7	799.4	1610.2	811.2	1639.2	798.2	1648.1	779.3	1658.7	6	806	1613	2062	2.3418	1	dress	1126.2423
OW	1	CODE	599.5	965.4	2380.1	682.7	172.0	395.3	1126.585	1126.543	1126.743	0.2	62	1	4	2	6	0			602.1	964.3	623.3	1457.5	569.1	1001.0	474.4	1186.0	571.1	1662.6	5	567	988	2311	62.142	1	code	1126.6206
IY	1	REALLY	409.9	2342.5	2685.0	166.3	180.1	652.4	1126.997	1126.964	1127.063	0.099	11	5	4	2	7	1			414.3	2335.4	410.6	2342.0	427.7	2309.7	495.7	2224.0	616.9	2076.3	4	422	2282	2678	11.54271	1	really	1127.0099
IY	1	MEAN	502.0	2996.3		480.0	97.5		1127.627	1127.563	1127.754	0.191	11	4	4	2	2	0			506.9	2982.5	500.1	3002.6	546.9	3003.6	601.7	2976.9	522.8	2948.9	3	554	2986	3317	11.4422	1	mean	1127.666
IH	1	KIDS	465.4	2247.8	2842.5	59.7	133.1	505.5	1128.147	1128.124	1128.194	0.07	1	1	4	2	6	3			470.4	2260.0	464.4	2240.9	460.3	2195.1	455.9	2156.8	444.3	2123.5	4	459	2206	2830	1.1426	1	kids	1128.1567
UH	1	LOOK	597.8	1165.4	3064.3	122.8	60.1	635.3	1129.606	1129.589	1129.639	0.05	7	1	6	1	7	0			605.0	1142.8	595.2	1170.9	568.9	1205.9	523.2	1252.2	531.8	1220.0	5	622	1042	3007	7.1617	1	look	1129.5763
AE	1	BAGGED	543.7	2444.2	2848.7	183.3	113.9	154.1	1131.083	1131.03	1131.19	0.16	3	1	6	2	1	3			540.1	2268.6	547.9	2453.1	568.7	2502.8	577.8	2525.3	555.7	2516.2	4	582	2522	2911	3.1621	1	bagged	1131.1167
AO	1	SHORTS	553.6	935.9	1740.7	134.5	1310.1	650.1	1136.125	1136.075	1136.225	0.15	64	6	4	2	5	3			531.3	959.0	549.7	916.5	547.7	848.9	558.5	905.3	553.0	954.7	6	573	1003	1693	54.60053	1	shorts	1136.114
IH	1	IN	595.1	2120.9	2889.5	155.5	124.1	148.2	1137.793	1137.776	1137.826	0.05	1	4	4	2	0	0			588.1	2121.2	597.0	2120.0	610.5	2101.0	617.7	2052.7	617.6	2012.8	4	660	2143	2881	1.442	1	in	1137.7876
IY	1	SPEEDO	355.6	2398.0	3414.0	444.4	791.7	1895.6	1138.656	1138.606	1138.756	0.15	11	1	4	2	1	1			363.0	2657.7	351.6	2307.2	336.5	2129.0	346.9	2088.9	362.1	2415.2	4	373	2672	3809	11.14211	1	Speedo	1138.6461
AE	1	HAVE	559.1	2327.7	2673.3	243.1	170.3	169.8	1143.269	1143.245	1143.316	0.071	3	3	2	2	0	0			570.3	2372.9	557.7	2322.4	550.7	2266.6	541.2	2165.8	513.3	2000.4	5	571	2345	2679	3.322	1	have	1143.2642
AO	1	HALL	913.5	1117.4	2991.1	149.9	386.2	274.0	1143.599	1143.566	1143.665	0.099	53	5	4	2	0	0			933.2	1124.3	914.1	1115.5	902.5	1097.9	867.3	1055.9	826.2	1003.4	5	796	1037	2081	53.542	1	hall	1143.6263
EH	1	PRESENTABLE	687.4	1782.7	2667.5	152.2	127.2	1507.5	1150.629	1150.606	1150.676	0.07	2	4	4	2	3	5			629.5	1772.0	702.7	1786.0	767.7	1795.5	799.4	1782.4	776.3	1737.4	5	814	1792	2760	2.44235	1	(pre)sentable	1150.6495
IY	1	BE	405.5	2564.9	2744.3	382.2	393.5	646.6	1151.318	1151.265	1151.425	0.16	12	0	0	0	1	0													4	400	2471	2791	12.0001	1	be	1151.293
AA	1	STOPPED	882.4	1640.8	2554.4	105.3	167.9	98.9	1152.039	1151.975	1152.166	0.191	5	1	1	1	3	3			825.5	1612.5	886.1	1642.8	895.1	1628.7	915.1	1602.2	876.2	1545.4	5	965	1705	2611	5.1113	1	stopped	1152.0606
AO	1	TALKED	817.5	1211.2	2061.0	158.5	132.1	707.6	1152.546	1152.496	1152.646	0.15	53	1	6	1	3	3			825.8	1242.4	823.3	1209.2	860.5	1224.5	870.8	1213.5	907.5	1205.1	6	1011	1307	3164	53.1613	1	talked	1152.5565
UW	1	TO	455.1	1421.1	2414.3	186.1	256.9	237.0	1152.883	1152.876	1153.006	0.13	73	0	0	0	3	0			464.6	1278.2	539.3	1230.6	650.5	1469.8	606.5	1088.5	510.5	1257.1	5	442	1224	2402	73.0003	1	to	1152.9037
AY	1	TYPE	846.0	1756.1	2587.3	203.6	196.5	107.6	1154.921	1154.915	1155.014	0.099	47	1	1	1	3	0		m	789.1	1407.6	727.3	1334.8	670.1	1190.9	607.9	1246.8	463.6	1225.7	6	803	1757	2588	47.1113	1	type	1154.9307
EH	1	NEVER	837.1	1756.8	2586.5	117.9	146.5	229.5	1159.128	1159.098	1159.188	0.09	2	3	2	2	4	1			803.3	1864.6	840.0	1738.3	833.4	1614.0	793.8	1478.0	740.0	1340.9	5	846	1755	2591	2.32241	1	never	1159.1285
ER	1	HEARD	502.4	1177.2	1696.3	87.0	111.4	133.0	1159.394	1159.347	1159.487	0.14	94	1	4	2	0	0			497.8	1164.1	502.1	1179.7	491.9	1235.1	487.5	1334.8	480.0	1561.7	6	536	1226	1732	94.6	1	heard	1159.3893
EY	1	SAY	708.6	2117.7	3146.0	70.4	387.0	1301.3	1165.752	1165.718	1165.887	0.169	22	0	0	0	3	0			708.6	2117.7	653.0	2191.0	629.9	2389.4	553.6	2490.5	557.6	2377.8	5	701	2157	3683	22.0003	1	say	1165.7633
AH	1	MUCH	885.5	1139.3	2998.5	237.7	357.2	958.8	1166.695	1166.658	1166.768	0.11	6	2	5	1	2	0			861.2	1156.2	883.5	1142.4	822.3	1235.2	803.8	1300.7	744.4	1427.3	5	899	1109	3136	6.16123	1	much	1166.6956
AA	1	PROCTOR	893.7	1583.6	2201.6	113.2	283.3	309.4	1171.049	1171.019	1171.109	0.09	5	1	6	1	8	4			844.2	1474.3	899.3	1597.3	904.1	1627.1	947.1	1700.0	977.6	1765.2	6	862	1584	2271	5.16184	1	Proctor	1171.0701
AA	1	COT	968.6	1740.2	2625.2	160.8	150.8	634.5	1188.902	1188.815	1189.075	0.26	5	1	4	1	6	0			969.4	1792.4	971.0	1741.3	1045.7	1750.2	970.3	1713.9	997.1	1775.8	6	1076	1776	2799	5.141	1	cot	1188.9449
AO	1	CAUGHT	955.1	1176.6	2305.5	160.5	159.9	1102.8	1189.856	1189.783	1190.003	0.22	53	1	4	1	6	0			920.3	1171.4	961.6	1186.6	977.2	1243.0	982.2	1276.4	980.7	1370.0	6	969	1225	3076	53.141	1	caught	1189.8851
AA	1	DON	917.4	1882.8	2413.1	124.7	232.6	649.6	1197.09	1196.984	1197.303	0.319	5	4	4	2	3	0			880.8	1886.6	918.5	1897.3	916.0	1922.8	948.8	1879.1	935.4	1898.1	5	1015	1975	2982	5.4423	1	Don	1197.1664
AO	1	DAWN	924.7	1153.2	2830.9	148.3	158.9	223.9	1198.531	1198.444	1198.704	0.26	53	4	4	2	3	0			817.2	1060.0	930.2	1151.6	970.2	1164.6	903.6	1156.2	994.2	1252.9	6	827	1159	2905	53.4423	1	dawn	1198.5105
AA	1	FATHER	1053.6	1776.6	2962.4	209.0	181.1	695.7	1202.136	1202.049	1202.309	0.26	43	3	3	2	1	1			1053.9	1776.9	1057.1	1783.1	1054.2	1781.4	1033.6	1762.3	940.7	1680.2	4	1010	1726	2606	43.33111	1	father	1202.1706
AH	1	BROTHER	825.9	1285.3	2042.3	202.3	178.7	1142.0	1202.835	1202.795	1202.914	0.119	6	3	3	2	8	1			833.2	1273.4	821.5	1283.7	816.2	1268.3	794.1	1269.1	655.8	1255.5	6	868	1318	2550	6.33181	1	brother	1202.85
AA	1	FATHER	987.4	1650.9	1808.7	117.1	250.8	1987.2	1206.968	1206.905	1207.095	0.19	43	3	3	2	1	1			931.3	1560.5	990.0	1654.0	999.6	1643.2	1005.7	1594.7	930.3	1552.3	6	1019	1663	2704	43.33111	1	father	1207.0015
AA	1	BOTHER	981.5	1680.8	2785.3	134.3	181.1	719.9	1207.444	1207.374	1207.584	0.21	5	3	3	2	1	1			928.0	1706.3	985.1	1678.6	1013.5	1661.7	1006.4	1630.2	944.2	1596.1	4	1045	1687	2770	5.33111	1	bother	1207.4836
AA	1	FATHER	982.7	1737.7	2608.8	209.9	280.2	664.0	1208.883	1208.816	1209.016	0.2	43	3	3	2	1	1			937.7	1727.4	980.4	1735.6	968.9	1679.7	938.7	1616.9	819.1	1415.2	4	979	1693	2587	43.33111	1	father	1208.9049
AA	1	BOTHER	960.8	1673.5	2537.2	93.2	177.3	295.5	1209.315	1209.235	1209.475	0.24	5	3	3	2	1	1			894.2	1665.4	964.5	1673.2	963.2	1726.0	947.6	1731.9	849.7	1591.8	5	968	1717	2686	5.33111	1	bother	1209.3517
IH	1	NEARER	507.9	2561.8	2971.4	151.6	88.6	232.9	1213.64	1213.567	1213.787	0.22	14	6	4	2	4	1			498.4	2537.7	511.7	2558.2	527.9	2502.0	533.0	2217.0	545.6	1900.9	5	505	2564	2990	14.60041	1	nearer	1213.6363
IH	1	MIRROR	485.2	2518.8	2869.0	63.3	85.1	640.4	1214.3	1214.246	1214.407	0.161	14	6	4	2	2	1			480.2	2482.7	485.5	2518.6	483.9	2456.5	521.0	2261.5	595.0	1989.2	4	480	2478	3074	1.60021	1	mirror	1214.277
AY	1	RHYME	849.4	1693.2	2241.6	114.2	179.6	166.5	1215.323	1215.298	1215.489	0.191	41	4	1	2	7	0			847.2	1797.3	822.4	1991.4	738.6	2114.1	664.0	2330.8	673.4	2427.7	5	828	1917	2497	41.4127	1	rhyme	1215.3551
AA	1	FARM	976.1	1548.4	1923.0	153.9	226.0	1123.4	1237.242	1237.189	1237.349	0.16	44	6	4	2	1	3			911.5	1486.3	984.3	1563.6	1016.7	1658.5	989.9	1703.6	960.8	1713.4	6	1050	1641	2535	44.6001	1	farm	1237.2524
AH	1	DUSK	882.7	1530.5	2609.7	203.0	255.5	232.6	1238.052	1237.988	1238.179	0.191	6	3	4	1	3	3			757.2	1772.3	898.4	1513.5	960.2	1375.9	942.5	1302.4	921.3	1287.5	5	968	1362	2645	6.34133	1	dusk	1238.0846
AY	1	SIGHT	784.9	1348.8	1904.3	134.2	152.6	1089.4	1238.988	1238.918	1239.148	0.23	47	1	4	1	3	0		s	778.8	1329.3	781.4	1348.4	725.8	1159.6	559.1	1450.6	442.3	1451.4	6	835	1373	2513	47.1413	1	sight	1238.9781
AA	1	SOCKS	1022.8	1762.4	2589.0	242.0	243.4	623.7	1239.56	1239.497	1239.687	0.19	5	1	6	1	3	3			873.8	1735.4	1037.7	1766.1	1088.9	1774.0	1087.4	1802.6	1065.5	1803.4	5	1084	1762	2735	5.1613	1	socks	1239.5875
EH	1	ELEMENTARY	755.2	1850.2	2154.0	220.1	189.9	1625.9	1240.26	1240.237	1240.307	0.07	2	4	4	2	2	5			767.1	1817.3	753.8	1849.9	744.2	1703.0	733.0	1690.2	706.0	1807.6	5	765	1803	2414	2.44225	1	(ele)mentary	1240.2467
AY	1	HIGHSCHOOL	973.4	1722.6	2374.9	193.5	296.5	360.9	1241.043	1241.041	1241.181	0.14	47	3	4	1	0	4		s	896.8	1273.7	817.2	1171.0	652.1	1411.2	529.4	1800.2	442.8	1922.0	6	937	1716	2302	47.34201	1	highschool	1241.0536
OW	1	BOAT	562.2	970.3	2486.4	65.5	72.7	2282.3	1241.779	1241.76	1242.001	0.241	62	1	4	1	1	0			576.5	922.2	544.4	841.3	529.5	737.6	482.9	750.2	461.2	756.9	6	539	834	2260	62.1411	1	boat	1241.8469
AY	1	SLIDER	945.6	1572.7	2650.7	202.0	167.2	151.0	1242.425	1242.37	1242.58	0.21	41	1	4	2	8	1			917.5	1428.3	902.9	1760.8	734.4	1989.8	590.8	1873.9	465.1	2127.7	5	951	1636	2659	41.14281	1	slider	1242.431
AY	1	TIGER	836.5	1491.3	2296.1	446.4	391.5	223.8	1244.026	1244.017	1244.167	0.15	41	1	6	2	3	1			812.9	1455.5	785.5	1498.8	732.9	1703.9	633.0	1945.4	530.8	2152.7	5	799	1466	2253	41.25231	1	tiger	1244.0608
ER	1	BURN	619.8	1170.0	1543.0	148.1	149.0	384.8	1245.137	1245.037	1245.338	0.301	94	4	4	2	1	0			562.7	1197.9	619.9	1155.4	731.7	1162.1	682.1	1236.7	606.5	1345.8	6	634	1152	1536	94.6001	1	burn	1245.1505
AY	1	WRITING	717.6	1603.0	2141.7	130.1	178.6	141.5	1246.433	1246.42	1246.57	0.15	47	1	4	1	7	1			695.7	1869.9	613.1	2120.9	505.2	2361.9	453.5	2494.3	411.5	2364.9	5	718	1484	2073	47.1417	1	writing	1246.4262
OW	1	GO	606.4	1167.8	2672.8	53.6	47.0	298.5	1247.024	1246.989	1247.329	0.34	63	0	0	0	6	0			633.7	1119.6	601.4	1002.6	546.8	938.6	467.2	920.8	462.1	1048.5	5	628	1138	2730	62.0006	1	go	1247.0471
AO	1	STALKS	829.4	1249.9	2407.8	162.1	170.6	130.0	1247.666	1247.599	1247.8	0.201	53	1	6	1	3	3			793.1	1305.8	834.6	1247.5	843.1	1239.4	831.2	1265.3	767.2	1232.7	5	855	1242	2449	53.1613	1	stalks	1247.689
AY	1	WIDE	916.6	1700.7	2378.9	190.9	143.3	237.0	1248.288	1248.229	1248.51	0.281	41	1	4	2	9	0			915.3	1684.5	865.3	1908.9	752.3	2066.4	564.1	2460.3	449.1	1831.1	5	910	1643	2345	41.1429	1	wide	1248.2774
IH	2	INVENTORY	488.2	2321.1	3010.6	173.1	137.4	357.9	1248.62	1248.59	1248.68	0.09	1	4	4	2	0	5			489.2	2291.5	490.3	2315.1	475.8	2272.0	475.1	2224.4	501.7	2174.0	4	525	2242	2984	1.44205	1	inventory	1248.6553
ER	1	FIRM	636.1	1153.5	1750.3	254.1	109.3	922.5	1249.5	1249.42	1249.66	0.24	94	4	1	2	1	0			561.0	1130.5	631.3	1149.0	594.7	1080.3	515.2	1126.1	583.5	1234.1	6	537	1124	1537	94.6001	1	firm	1249.4644
AY	1	SPIDER	879.1	1527.3	2401.6	186.8	159.6	1512.5	1250.821	1250.766	1250.976	0.21	41	1	4	2	1	1			830.5	1354.1	801.4	1752.5	603.6	2079.9	459.6	2303.2	415.4	2385.2	5	898	1533	2515	41.14211	1	spider	1250.8223
EH	1	DESK	738.3	1791.4	2593.8	135.0	159.5	195.6	1251.346	1251.286	1251.467	0.181	2	3	4	1	3	3			675.1	1917.2	744.1	1781.5	823.7	1772.5	824.5	1730.1	762.8	1746.7	4	854	1780	2606	2.34133	1	desk	1251.3777
AH	1	STUCK	872.3	1447.2	2149.4	316.7	378.7	268.0	1257.729	1257.679	1257.829	0.15	6	1	6	1	3	0			824.7	1538.1	877.4	1433.7	907.1	1424.5	834.1	1378.2	439.5	1240.4	6	778	1251	2083	6.1613	1	stuck	1257.7281
EH	1	RUDIMENTARY	729.7	1884.0	2860.4	173.9	73.9	208.2	1263.784	1263.761	1263.831	0.07	2	4	4	2	2	5			748.1	1865.8	725.8	1887.0	706.9	1901.4	688.4	1919.4	665.2	1942.2	4	758	1854	2792	2.44225	1	(rudi)mentary	1263.8017
AH	1	W	679.4	1569.2	2308.8	142.6	242.1	872.3	1267.766	1267.739	1267.819	0.08	6	1	1	2	3	2			676.2	1642.8	678.3	1563.5	660.3	1509.0	601.8	1468.5	519.5	1403.8	6	681	1552	2443	6.11232	1	W	1267.7694
AY	1	WHITE	739.1	1340.9	2758.4	116.8	154.5	1145.0	1268.346	1268.338	1268.468	0.13	47	1	4	1	9	0			704.7	1759.5	573.2	2039.6	487.1	2334.0	416.6	2583.4	367.2	1980.6	5	728	1273	2822	47.1419	1	white	1268.3464
EY	1	CRAYON	615.4	2258.5	2724.7	134.1	128.5	195.9	1269.432	1269.42	1269.58	0.16	21	0	0	0	8	1			585.1	2418.6	526.7	2468.1	495.3	2523.9	500.5	2522.5	546.5	2434.1	4	529	2472	3004	21.4428	1	crayon	1269.475
EY	1	GRAHAM	554.4	2355.2	2814.0	223.1	100.2	185.9	1270.89	1270.868	1270.968	0.1	21	0	0	0	8	1			553.8	2343.6	536.1	2419.4	517.9	2466.7	497.0	2518.9	484.9	2440.1	4	518	2446	2956	22.00081	1	graham	1270.9108
AE	1	CRACKER	601.7	2483.2	4662.3	405.8	94.9	1690.0	1271.257	1271.217	1271.337	0.12	3	1	6	1	8	1			587.1	2485.5	602.7	2483.9	593.0	2502.4	561.4	2496.5	598.9	2427.6	3	564	2310	2737	3.16181	1	cracker	1271.2526
EH	1	MARY	550.3	2432.2	2875.1	139.7	136.2	141.5	1271.811	1271.758	1271.917	0.159	2	6	4	2	2	1			536.0	2545.0	553.1	2416.6	582.3	2260.4	593.1	2216.3	571.4	1685.4	5	483	2564	2821	24.60021	1	Mary	1271.7841
AY	1	MINER	877.4	1740.6	2607.2	208.9	160.1	328.6	1272.44	1272.407	1272.607	0.2	41	4	4	2	2	1			873.7	1730.3	873.3	1848.6	822.7	2087.5	724.6	2343.7	584.6	1616.0	5	836	1704	2719	41.44221	1	miner	1272.4526
EY	1	VAGUE	451.3	2188.4	2661.5	44.9	173.0	1042.3	1273.699	1273.662	1273.952	0.29	21	1	6	2	1	0			448.2	1855.0	448.1	2259.9	440.1	2050.3	422.5	1745.5	405.6	1372.4	6	443	2258	2910	21.16211	1	vague	1273.7651
AH	1	SUCKS	812.6	1369.1	2494.3	191.2	184.3	189.4	1275.061	1275.021	1275.141	0.12	6	1	6	1	3	3			773.3	1447.0	815.5	1359.9	850.8	1302.2	875.1	1277.4	882.4	1251.2	5	880	1291	2585	6.1613	1	sucks	1275.0921
AY	1	SIDE	856.3	1746.5	2480.8	139.3	262.6	509.4	1275.687	1275.582	1275.892	0.31	41	1	4	2	3	0			823.9	1662.6	854.6	1753.8	750.2	2018.1	628.2	2114.4	447.9	1962.8	5	865	1741	2443	41.1423	1	side	1275.6826
AO	1	HORSE	484.5	784.4	2124.1	81.9	103.5	217.8	1276.185	1276.132	1276.292	0.16	64	6	4	2	0	3			484.9	770.2	487.6	794.9	509.0	889.9	528.9	943.8	552.7	1024.0	6	560	779	2236	54.6	1	horse	1276.1882
AA	1	BARN	795.8	1497.6	2338.4	120.3	302.2	264.0	1276.719	1276.682	1276.792	0.11	44	6	4	2	1	3			736.7	1496.0	799.3	1497.6	840.9	1484.5	861.2	1481.5	876.3	1551.8	5	885	1580	2367	44.6001	1	barn	1276.781
AA	1	PA	842.6	1645.9	2451.0	209.0	206.8	319.3	1282.265	1282.218	1282.359	0.141	43	0	0	0	1	0			843.8	1682.3	841.0	1649.7	854.4	1662.9	899.3	1694.1	942.8	1701.4	5	947	1834	2481	43.0001	1	pa	1282.3137
AY	1	MINOR	906.8	1799.3	2589.2	144.7	523.9	115.4	1282.768	1282.718	1282.929	0.211	41	4	4	2	2	1			904.6	1775.6	885.9	1880.2	771.5	1701.4	624.1	2439.6	575.8	2520.1	5	860	1516	2555	41.44221	1	minor	1282.7572
EH	1	SEDIMENTARY	629.8	1872.5	2845.2	389.2	78.9	232.2	1284.653	1284.623	1284.712	0.089	2	4	4	2	2	5			630.8	1849.9	628.8	1873.5	604.2	1891.9	592.5	1908.1	548.1	1923.6	4	652	1868	2841	2.44225	1	(sedi)mentary	1284.6661
AE	1	SACKS	542.8	2342.7	4284.2	120.7	129.0	992.6	1285.575	1285.502	1285.722	0.22	3	1	6	1	3	3			572.3	2320.0	541.3	2337.4	591.9	2392.9	706.4	2415.5	868.3	2440.1	3	544	2153	2535	3.1613	1	sacks	1285.5423
AY	1	RIDING	758.6	1738.7	2548.6	157.3	336.1	576.6	1286.2	1286.172	1286.353	0.181	41	1	4	2	7	1			747.6	1799.4	681.7	1579.7	576.9	2349.5	487.2	2045.0	412.3	1553.5	5	760	1644	2474	41.1427	1	riding	1286.1913
OW	1	NO	693.1	1200.8	2676.8	287.9	252.5	546.3	1286.7	1286.653	1286.973	0.32	63	0	0	0	4	0			693.1	1200.8	687.3	846.1	671.2	721.2	597.0	777.5	592.5	1062.7	5	691	1270	2590	62.0004	1	no	1286.7077
AE	1	BAG	512.5	2386.9	2895.1	71.3	97.0	264.2	1287.18	1287.093	1287.353	0.26	3	1	6	2	1	0			511.4	2373.6	513.4	2388.2	511.8	2401.0	512.8	2403.2	509.1	2390.3	4	509	2378	2852	3.1621	1	bag	1287.1858
AY	1	TIED	856.4	1734.2	2408.2	190.0	221.6	278.9	1287.912	1287.829	1288.119	0.29	41	1	4	2	3	0			841.1	1689.9	837.9	1786.8	737.4	2086.8	565.1	2332.3	435.8	1755.6	5	838	1683	2369	41.0023	1	tied	1287.8796
EH	1	SEX	769.7	1636.3	2387.9	133.8	272.7	461.7	1288.548	1288.508	1288.628	0.12	2	1	6	1	3	3			718.7	1646.1	773.5	1641.8	813.3	1688.3	835.4	1717.5	834.0	1791.5	5	842	1684	2337	2.16133	1	sex	1288.574
OW	1	HOME	639.0	1013.6	2407.3	1050.6	345.4	860.5	1289.105	1289.098	1289.229	0.131	62	4	1	2	0	0			658.9	996.8	698.1	989.2	664.7	1875.0	658.8	2291.4	658.3	2262.2	5	839	1221	2365	62.412	1	home	1289.1142
