vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
AH	1	OTHER	819.6	1536.7	2940.8	126.3	190.3	483.9	261.322	261.289	261.389	0.1	6	3	3	2	0	1			808.1	1677.3	818.0	1515.3	786.9	1385.7	716.6	1281.6	737.1	1572.3	4	825	1582	2957	6.33101	1	other	261.3172
AA	1	GOT	917.6	1757.1	2820.5	115.2	132.1	392.6	261.962	261.898	262.089	0.191	5	1	4	1	6	0			798.2	1643.3	921.0	1747.3	944.2	1698.3	928.1	1686.6	885.0	1724.3	5	911	1638	2912	5.1416	1	got	261.9979
EH	1	SECRETARY	876.0	1719.0	2896.1	143.0	149.4	468.0	263.524	263.501	263.57	0.069	2	1	6	1	3	2			834.1	1670.4	878.7	1724.1	907.1	1779.1	917.5	1817.9	876.4	1851.8	4	920	1829	2777	2.16135	1	secretary	263.5451
EH	1	MEDICAL	863.3	1831.4	2847.6	69.6	96.5	501.1	264.687	264.66	264.74	0.08	2	1	4	2	2	2			868.4	1845.5	861.9	1829.5	837.3	1809.3	798.7	1774.3	705.1	1748.8	4	874	1839	2873	2.14222	1	medical	264.6805
AA	1	NOT	856.5	1690.4	2941.6	159.8	474.3	464.8	286.564	286.52	286.651	0.131	5	1	4	1	4	0			821.0	1796.2	862.1	1685.2	902.0	1718.2	895.7	1713.9	839.0	1649.5	4	898	1707	2894	5.1414	1	not	286.5769
AE	1	TRAVELER	569.2	2280.2	4370.6	88.9	445.3	1088.1	287.008	286.971	287.081	0.11	3	3	2	2	8	2			568.9	2171.9	569.2	2291.2	569.3	2374.7	578.9	2282.8	597.9	2032.5	3	554	2149	2446	3.32282	1	traveler	286.9853
OW	1	DON'T	697.1	1466.9	2606.4	130.0	213.1	1238.8	287.721	287.691	287.811	0.12	62	4	4	2	3	3			670.9	1572.6	751.5	1281.8	814.6	1038.2	772.2	1270.4	691.1	1568.3	4	660	1522	1817	62.44233	1	don't	287.7166
OW	1	GO	621.5	968.5	2302.7	187.1	264.3	1168.6	287.958	287.951	288.07	0.119	63	0	0	0	6	0			563.5	933.3	583.9	924.2	557.1	863.6	502.1	804.0	470.4	763.1	6	563	899	2650	62.0006	1	go	287.9976
AA	1	LOT	872.5	1545.3	3161.0	186.4	150.9	1129.8	288.281	288.231	288.381	0.15	5	1	4	1	7	0			848.2	1387.7	876.4	1557.8	855.9	1608.6	835.0	1641.3	812.4	1694.0	4	934	1603	2941	5.1417	1	lot	288.2893
EY	1	PLACES	648.9	1760.0	3060.6	75.8	160.8	671.0	288.683	288.671	288.801	0.13	21	3	4	1	8	1			576.2	1838.4	498.7	1800.1	450.9	1802.6	420.2	2023.0	369.0	2111.2	4	690	1606	3173	21.3428	1	places	288.6719
AO	1	CALIFORNIA	629.4	810.9	2248.7	93.1	101.0	1327.1	291.337	291.301	291.41	0.109	64	6	4	2	1	4			620.9	795.6	632.3	814.9	647.1	856.5	661.1	889.3	632.1	963.9	6	635	811	2138	54.60011	1	(Cali)fornia	291.3407
EH	1	SEVERAL	744.4	1580.8	2852.4	130.9	370.2	1187.3	291.777	291.75	291.831	0.081	2	3	2	2	3	2			694.5	1581.2	747.3	1578.6	774.6	1545.8	780.5	1485.8	782.8	1434.3	4	778	1499	2440	2.32232	1	several	291.7963
AY	1	TIMES	860.7	1736.3	3081.4	317.9	160.4	1142.9	292.109	292.11	292.221	0.111	41	4	1	2	3	3		m	841.6	1732.8	803.8	1697.3	777.9	1772.9	735.0	1994.1	708.5	2130.1	4	936	1739	2878	41.4123	1	times	292.1416
AE	1	FAMILY	543.1	2501.4		195.1	140.7		293.274	293.211	293.401	0.19	39	4	1	2	1	1			1460.7	2716.7	545.5	2503.6	586.0	2539.8	595.1	2582.4	654.0	2504.5	3	559	2522	3798	3.41212	1	family	293.2898
EY	1	BASICALLY	491.6	2589.8		116.0	180.4		298.326	298.31	298.451	0.141	21	3	4	1	1	2			481.9	2585.7	463.3	2560.1	460.8	2636.3	459.5	2754.5	462.4	2738.9	3	473	2276	2678	21.34212	1	basically	298.3346
EY	1	SAME	594.8	2407.8	3858.7	329.1	160.2	3582.2	299.29	299.26	299.39	0.13	21	4	1	2	3	0			591.4	2394.8	587.7	2451.9	566.0	2583.2	540.3	2609.0	547.0	2626.2	3	554	2110	2668	21.4123	1	same	299.2812
OW	1	ONLY	737.5	1510.2	2885.4	119.0	178.8	345.3	300.096	300.081	300.141	0.06	62	4	4	2	0	1			726.9	1533.2	769.9	1423.9	807.9	1304.0	847.6	1225.4	882.7	1165.4	4	903	1227	3071	62.44204	1	only	300.1284
AY	1	I	859.2	1911.6	2898.2	98.2	118.4	607.6	300.541	300.5	300.64	0.14	41	0	0	0	0	0		s	839.7	1936.9	850.3	1922.7	782.9	2024.0	668.9	2116.8	574.5	2198.1	4	853	1871	2589	41.0006	1	I	300.541
OW	1	GROCERY	561.0	1012.2	2117.4	91.0	63.4	384.2	302.575	302.568	302.648	0.08	62	3	4	1	8	1			558.2	1004.4	547.8	983.9	537.4	973.7	546.5	981.7	565.0	1061.8	5	559	999	2258	62.34282	1	grocery	302.5879
AO	1	STORES	537.5	1196.0	1864.1	122.7	141.7	290.3	303.071	303.038	303.138	0.1	64	6	4	2	3	3			521.9	1304.7	538.9	1182.3	551.8	1098.1	560.0	1052.6	563.1	1078.5	5	556	1063	1879	64.6003	1	stores	303.0941
AA	1	PRODUCTS	757.5	1040.8	1951.6	174.3	611.6	274.4	304.781	304.755	304.834	0.079	5	1	4	2	8	1			771.2	1117.6	757.8	1031.9	754.9	1027.4	733.0	1108.2	715.7	1507.6	6	835	1947	2187	5.14281	1	products	304.7657
EY	1	MAYONNAISE	637.7	2550.6		361.3	124.9		307.175	307.154	307.275	0.121	21	0	0	0	2	2			630.5	2578.7	618.6	2654.9	631.8	2693.0	612.1	2744.4	591.8	2738.6	3	602	2457	2802	21.44221	1	mayonnaise	307.1737
EY	2	MAYONNAISE	548.0	2749.7		232.2	165.5		307.397	307.355	307.615	0.26	21	3	4	2	4	0			538.6	2748.7	515.0	2769.0	508.9	2774.7	579.9	2786.2	613.4	2794.6	3	525	2705	3016	21.3424	1	(mayon)naise	307.3775
AY	1	BUY	829.1	1683.7	2794.9	82.6	144.7	372.1	308.834	308.781	308.951	0.17	41	0	0	0	1	0			805.1	1679.1	824.8	1699.3	765.0	1827.2	639.4	2058.9	503.6	2054.8	4	832	1676	2783	41.0001	1	buy	308.8303
IH	1	THINK	621.5	1666.6	2682.0	506.7	472.0	771.5	313.559	313.532	313.612	0.08	1	4	6	2	3	3			566.8	1498.1	622.9	1684.0	591.5	1887.1	562.1	2021.0	621.1	2150.5	5	637	2178	2766	1.46233	1	think	313.6005
AH	1	OTHER	802.9	1550.8	2703.5	84.3	168.7	475.2	315.758	315.722	315.831	0.109	6	3	3	2	0	1			763.1	1680.1	806.5	1533.6	805.7	1422.4	747.2	1346.2	697.3	1592.1	4	811	1512	2384	6.33101	1	other	315.7619
EY	1	STATES	615.9	2567.6		515.4	481.4		316.166	316.151	316.331	0.18	21	1	4	1	3	3			485.5	2491.8	486.6	2522.2	451.1	2628.2	444.2	2769.2	420.9	2810.4	3	482	2483	2530	21.1413	1	states	316.2059
EY	1	SAY	528.7	2013.0	2556.1	101.8	320.1	552.9	317.037	317.002	317.141	0.139	22	0	0	0	3	0			560.5	2186.5	550.5	2327.7	516.9	2373.6	496.8	2383.4	479.9	2333.9	4	522	2064	2595	22.0003	1	say	317.0453
IH	1	CITIES	489.9	2116.7	4654.0	161.5	169.1	2388.1	317.789	317.762	317.842	0.08	1	1	4	1	3	1			476.7	2098.0	491.1	2119.3	504.5	2165.2	502.5	2184.9	478.2	2188.4	3	487	2106	2374	1.35131	1	cities	317.8003
IH	1	SYRACUSE	530.1	1957.5	4242.7	349.6	234.4	1774.1	318.902	318.882	318.941	0.059	14	6	4	2	3	2			523.4	1996.2	531.8	1954.1	543.4	1940.5	546.3	1898.5	546.3	1865.2	3	525	1846	2695	14.60032	1	Syracuse	318.9206
EY	1	SAY	638.4	1910.9	3031.4	134.3	141.9	560.0	319.96	319.942	320.192	0.25	22	0	0	0	3	0			556.3	1136.8	525.9	1290.7	488.6	1326.9	449.5	1518.7	427.9	1468.1	5	601	1900	3092	22.0003	1	say	319.9595
AE	1	HAVE	528.7	2111.3	2654.0	117.5	455.4	226.1	320.978	320.952	321.031	0.079	3	3	2	2	0	0			525.3	2131.0	529.8	2104.8	537.5	2055.9	550.8	1946.3	561.0	1826.0	4	519	2146	2625	3.322	1	have	320.9611
AA	1	LOT	997.0	1454.1	2885.6	128.4	199.9	405.3	321.421	321.351	321.561	0.21	5	1	4	1	7	0			949.2	1338.7	999.3	1461.1	1001.3	1535.7	967.8	1508.5	940.9	1537.2	5	973	1469	3448	5.1417	1	lot	321.4372
AO	1	MORE	536.1	1212.0	2287.2	586.1	317.1	767.2	321.719	321.672	321.812	0.14	64	6	4	2	2	0			702.9	1824.5	521.3	1111.9	590.6	833.4	605.2	902.0	595.9	983.4	6	680	872	2123	64.6002	1	more	321.7662
IH	1	INDUSTRY	550.9	2223.7	2681.8	519.6	645.2	1270.6	321.911	321.881	321.971	0.09	1	4	4	2	0	5							555.3	2419.8	506.2	2427.5	494.6	2514.2	4	614	2219	2893	1.44205	1	industry	321.9657
AO	1	MORE	600.4	782.9	2016.0	691.9	530.8	1268.0	322.992	322.952	323.072	0.12	64	6	4	2	2	0			515.2	762.5	584.9	777.7	562.1	875.2	583.7	911.7	577.6	933.5	6	586	921	1905	64.6002	1	more	323.0346
OY	1	UNEMPLOYMENT	792.2	1459.8	2951.0	104.9	87.5	279.3	324.727	324.697	324.787	0.09	61	4	1	2	8	1			812.3	1268.6	789.7	1478.0	746.8	1740.2	699.9	1910.7	658.1	1933.5	4	804	1167	2234	61.41281	1	(unem)ployment	324.7083
AY	1	HIGHER	976.3	1852.5	2552.1	183.6	238.5	1205.8	325.197	325.207	325.327	0.12	41	0	0	0	0	1		s	895.5	1932.4	783.5	1919.3	674.3	1823.9	601.9	1863.4	556.8	1886.0	4	999	1815	2475	41.00001	1	higher	325.2102
EY	1	RATED	446.8	2377.7	4346.3	151.0	187.0	1830.7	325.55	325.538	325.637	0.099	21	1	4	1	7	1			437.1	2456.5	420.6	2511.8	402.6	2563.1	394.0	2576.7	492.3	2521.5	3	466	1927	2219	21.1417	1	rated	325.5319
OW	1	SO	715.1	1257.1	3327.2	437.7	307.8	918.4	326.757	326.745	326.824	0.079	63	0	0	0	3	0									881.6	3353.6	815.4	3163.1	4	717	974	2598	62.0003	1	so	326.8024
EY	1	PLACES	519.1	1907.0	2687.0	110.8	136.9	486.5	327.801	327.788	327.878	0.09	21	3	4	1	8	1			498.2	1946.0	457.7	2081.2	435.8	2205.6	411.5	2263.9	347.1	2007.8	4	584	1739	2301	21.3428	1	places	327.7855
OW	1	CLOSED	587.9	972.0	1675.9	130.5	81.4	1680.6	328.354	328.347	328.467	0.12	62	3	4	2	8	3			564.1	956.3	515.2	938.8	498.8	937.9	508.8	977.6	497.7	999.2	6	594	975	2783	62.3428	1	closed	328.371
AW	1	DOWN	814.8	1831.3		214.6	182.0		328.626	328.597	328.747	0.15	42	4	4	2	3	0			776.1	1843.3	883.6	1741.8	1031.1	1536.3	1050.4	2594.4	1088.4	3007.5	3	759	1797	3118	42.4423	1	down	328.6284
AO	1	LOST	867.4	1284.0	3038.1	149.0	258.1	158.1	329.297	329.247	329.397	0.15	53	3	4	1	7	3			835.4	1299.0	872.0	1285.3	904.6	1282.6	905.0	1307.3	828.8	1337.5	4	919	1304	3003	53.34173	1	lost	329.3327
EH	1	SPERRY	484.3	2055.5	4014.2	237.6	170.5	865.3	330.861	330.834	330.914	0.08	2	6	4	2	1	1			476.1	2118.4	485.3	2045.9	513.3	1948.1	542.4	1864.3	552.7	1789.3	3	462	2024	2715	2.60011	1	Sperry	330.8563
AE	1	RAND	546.6	2905.1		204.1	245.4		331.34	331.263	331.493	0.23	33	4	4	2	7	3			532.1	2874.9	553.4	2912.3	578.2	2909.7	610.6	2866.1	538.4	2722.1	3	579	2839	3292	3.44273	1	Rand	331.3346
AO	1	LOST	841.2	1233.2	3045.3	217.0	176.5	437.5	332.274	332.234	332.353	0.119	53	3	4	1	7	3			827.5	1266.3	841.6	1230.3	831.6	1227.2	803.4	1241.8	786.4	1320.2	4	831	1253	3038	53.34173	1	lost	332.2662
AO	1	LOST	833.3	1179.9	3000.7	304.3	273.2	1415.4	334.54	334.47	334.68	0.21	53	3	4	1	7	3			888.1	1451.3	839.3	1161.9	885.7	1222.6	917.2	1266.3	923.2	1458.1	5	854	1199	3568	53.34173	1	lost	334.5748
AA	1	LOT	893.7	1650.9	3063.4	213.4	154.4	1114.1	348.408	348.358	348.507	0.149	5	1	4	1	7	0			889.4	1557.7	888.5	1659.5	843.4	1724.8	822.2	1743.5	789.3	1723.9	4	959	1669	2831	5.1417	1	lot	348.408
IH	1	HERE	547.6	1917.4	4281.8	435.9	125.3	1576.3	349.745	349.728	349.778	0.05	14	6	4	2	0	0			543.1	1944.3	547.6	1917.4	551.5	1887.0	550.3	1866.2	564.0	1852.2	3	507	2111	2434	14.6	1	here	349.7185
OW	1	ROME	628.3	927.8	2503.0	176.6	85.5	667.9	351.755	351.738	351.958	0.22	62	4	1	2	7	0			614.8	858.7	580.3	712.6	525.2	696.1	527.7	847.1	572.7	1443.5	6	625	962	2284	62.4127	1	Rome	351.7405
UH	1	GOOD	505.8	1280.0	2416.2	96.8	175.7	298.6	356.616	356.579	356.689	0.11	7	1	4	2	6	0			492.9	1129.7	507.0	1294.7	518.4	1508.4	522.4	1653.4	496.5	1788.3	5	493	1120	2381	7.1426	1	good	356.6029
IY	1	EVEN	445.0	2659.6		341.0	180.5		356.782	356.749	356.848	0.099	11	3	2	2	0	1			426.6	2616.2	447.3	2662.9	454.8	2669.1	412.6	2617.7	353.4	2533.6	3	456	2640	3375	11.32201	1	even	356.7809
UW	1	STUDENTS	364.8	1155.6	2583.7	122.0	347.7	646.6	357.522	357.499	357.569	0.07	82	1	4	2	3	1			371.5	1272.0	363.8	1155.2	353.0	1147.3	350.3	1179.2	355.5	1210.6	5	352	1154	2457	82.14231	1	students	357.5346
AE	1	GRADUATING	423.4	2582.6		297.5	206.0		358.306	358.279	358.359	0.08	3	2	5	2	8	2			428.5	2478.8	422.4	2589.1	406.2	2625.2	384.8	2625.7	421.0	2735.8	3	431	2390	2876	3.25282	1	graduating	358.3088
AO	1	ALL	878.3	1176.9	2723.8	148.2	123.1	1339.4	359.495	359.469	359.548	0.079	53	5	4	2	0	0			862.2	1165.0	879.3	1177.6	888.1	1183.0	900.6	1171.9	882.7	1145.6	5	869	1173	2411	53.542	1	all	359.4828
OW	1	GOING	558.2	948.0	2891.6	153.2	100.7	656.2	359.668	359.659	359.788	0.129	62	0	0	0	6	1			560.9	948.0	509.0	906.5	419.3	869.0	302.1	844.5	270.8	881.8	5	565	956	2914	62.4426	1	going	359.6823
AH	1	COME	918.1	1451.1	2751.2	187.5	215.5	293.4	361.031	361.011	361.071	0.06	6	4	1	2	6	0			936.7	1504.7	915.7	1443.3	887.5	1394.9	870.0	1391.6	854.3	1356.8	5	872	1402	2860	6.412	1	come	361.0515
OW	1	KNOW	497.5	907.4	1868.1	525.2	135.2	903.9	363.461	363.421	363.601	0.18	63	0	0	0	4	0			510.9	915.1	569.2	859.1	557.9	866.5	514.0	942.5	460.3	1079.3	6	562	847	2080	62.0004	1	know	363.4866
EH	1	AREAS	449.9	2261.5	2403.3	156.5	468.2	527.3	365.512	365.469	365.598	0.129	2	6	4	2	0	2			476.1	2199.1	448.5	2271.6	449.5	2235.1	453.7	2050.5	497.3	1876.5	4	434	2197	2343	24.60001	1	areas	365.5171
EY	1	MAJOR	507.8	2558.7	2871.8	184.6	356.9	664.5	367.294	367.279	367.439	0.16	21	2	5	2	2	1			499.2	2641.4	438.8	2527.0	357.1	1775.9	377.8	1435.9	385.0	1721.4	5	499	2595	2909	22.00221	1	major	367.296
UW	1	STUDENTS	395.8	1135.0	2354.9	143.3	203.9	626.1	367.832	367.799	367.898	0.099	82	1	4	2	3	1			401.8	1171.8	396.7	1132.9	408.4	1183.2	411.6	1205.4	407.5	1155.4	5	390	1134	2374	82.14231	1	students	367.8278
IY	1	TEACH	375.1	2934.4		553.9	97.3		369.297	369.247	369.397	0.15	11	2	5	1	3	0			396.8	2911.0	374.9	2935.8	412.2	2947.8	387.1	2951.4			3	399	2859	3379	11.16133	1	teach	369.2721
EY	1	MAJOR	538.0	2394.5	2814.0	225.5	374.1	439.1	370.385	370.368	370.538	0.17	21	2	5	2	2	1			515.7	2519.4	460.1	1999.9	460.8	2192.5	396.0	1595.6	360.0	1593.5	5	536	2443	2848	22.00221	1	major	370.3925
OW	1	POETRY	505.7	829.2	2548.5	130.5	89.4	486.4	372.14	372.114	372.304	0.19	62	0	0	0	1	2			505.3	799.8	498.0	681.2	517.4	1000.9	502.7	1044.9	439.9	1523.5	5	505	835	2546	62.14114	1	poetry	372.1413
AY	1	WRITING	676.2	1631.9		465.8	398.3		373.874	373.876	373.976	0.1	47	1	4	1	7	1			590.4	1823.7	553.4	2059.7	499.1	2362.8	440.7	2546.7	423.3	2597.4	3	584	1816	3672	47.1417	1	writing	373.8973
IH	1	LITERATURE	561.3	1738.2	2880.1	59.0	296.9	165.7	374.278	374.255	374.325	0.07	1	1	4	1	7	2			562.6	1653.7	561.1	1748.3	555.8	1844.6	546.6	1866.6	532.5	1829.8	5	532	1824	2791	1.14172	1	literature	374.2962
OW	1	OVER	632.0	992.0	2172.7	255.9	358.6	377.0	377.248	377.222	377.332	0.11	62	3	2	2	0	1			647.2	996.2	572.8	875.7	564.2	872.3	505.0	837.2	480.7	834.7	6	579	884	2371	62.32201	1	over	377.2705
IH	1	HERE	518.7	2071.3	2489.3	228.6	153.9	288.8	377.585	377.552	377.651	0.099	14	6	4	2	0	0			526.3	2106.4	519.1	2068.7	533.4	2014.7	544.2	1931.8	542.5	1832.4	5	547	2127	2589	14.6	1	here	377.5665
EH	1	BEST	723.4	1763.6	2568.4	88.0	103.2	170.8	378.121	378.081	378.202	0.121	2	3	4	1	1	3			647.5	1775.4	729.9	1761.2	763.4	1735.2	781.0	1728.8	734.4	1714.7	5	772	1724	2604	2.34113	1	best	378.1477
EH	1	MEDICAL	834.1	1792.8	3142.1	336.9	189.4	871.8	381.202	381.175	381.255	0.08	2	1	4	2	2	2			817.7	1787.9	834.4	1792.2	815.5	1778.1	801.0	1756.8	770.9	1734.9	4	846	1797	3275	2.14222	1	medical	381.1992
IY	1	FIELD	455.5	2461.9		295.8	313.0		381.666	381.626	381.745	0.119	11	5	4	2	1	3			453.6	2266.9	456.3	2484.7	457.0	2552.8	468.8	2462.6	515.1	2263.4	3	437	2092	2618	11.54213	1	field	381.6933
ER	1	NURSES	508.2	1666.5	4485.5	357.4	339.2	1673.5	382.549	382.525	382.596	0.071	94	3	4	1	4	1			546.7	1682.5	502.3	1663.0	414.9	1629.1	432.9	1815.4	949.7	2604.2	3	692	1710	1907	94.6004	1	nurses	382.5312
AY	1	I	975.4	1899.1	3055.7	185.5	214.1	2506.2	387.756	387.72	387.87	0.15	41	0	0	0	0	0			895.9	1657.7	974.0	1792.6	954.3	2013.4	797.8	2190.1	462.5	1799.7	5	969	1794	2974	41.0006	1	I	387.7748
AY	1	TRYING	978.5	1692.9	2868.6	147.6	177.5	712.7	391.419	391.395	391.574	0.179	41	4	6	2	8	0			975.0	1718.3	960.4	1816.4	924.0	1933.5	864.2	2123.6	710.9	2361.3	4	938	1677	2364	41.00283	1	trying	391.4311
AO	1	BROUGHT	873.3	1869.4	3839.7	155.3	248.6	1782.8	392.272	392.255	392.305	0.05	53	1	4	1	8	0			880.8	1875.1	873.3	1869.4	860.7	1854.5	840.0	1839.8	815.4	1830.9	4	747	1148	1960	53.1418	1	brought	392.2662
AH	1	COMPANIES	913.6	1212.0	2487.9	272.2	217.7	1054.6	393.612	393.595	393.645	0.05	6	4	1	2	6	5			894.6	1227.9	913.6	1212.0	922.6	1156.6	909.9	1104.9	886.3	1079.6	6	924	1194	2460	6.41205	1	companies	393.6182
AE	1	LAST	550.4	2602.4		234.8	358.0		395.472	395.442	395.531	0.089	33	3	4	1	7	0			584.0	2593.1	548.3	2598.7	529.8	2526.2	509.7	2497.2	484.7	2625.6	3	648	2092	2795	3.34173	1	last	395.4635
AH	1	MONTHS	831.3	1200.3	2543.8	359.1	126.0	514.7	396.125	396.091	396.192	0.101	6	4	4	2	2	3			885.4	1174.7	829.2	1201.0	868.8	1180.5	940.4	1270.5	892.9	1361.6	6	863	1188	2525	6.44223	1	months	396.1134
AY	1	TRYING	935.4	1707.8	2199.9	226.4	119.5	1634.5	396.896	396.821	396.972	0.151	41	4	6	2	8	0			878.9	1450.3	885.6	1537.9	935.4	1707.8	892.0	1829.2	842.1	2005.4	6	930	1632	2297	41.00283	1	trying	396.8734
EH	1	THERE	633.2	2417.7	2576.9	213.2	258.0	352.4	397.335	397.292	397.422	0.13	24	6	4	2	3	0			613.0	2356.6	636.8	2420.9	646.5	2220.7	647.0	2060.0	641.7	1986.6	5	621	2442	2584	24.6003	1	there	397.3303
OW	1	OPENED	626.2	1300.1	2109.3	82.6	144.4	1658.1	399.037	399.015	399.174	0.159	62	1	1	1	0	1			626.3	1202.0	624.2	974.7	582.0	840.6	409.0	689.1	513.0	1199.6	6	629	1098	2318	62.11102	1	opened	399.0576
AH	1	UP	779.7	1569.4	3094.3	93.2	154.6	284.3	399.441	399.414	399.494	0.08	6	1	1	1	0	0			773.9	1387.8	778.8	1564.3	749.7	1515.2	672.5	1500.4	587.0	1489.9	5	786	1568	3096	6.111	1	up	399.4394
OW	1	ROME	644.7	932.4	2333.3	113.7	90.0	533.3	400.626	400.595	400.734	0.139	62	4	1	2	7	0			642.4	937.9	662.8	888.3	662.3	804.8	648.9	752.1	660.1	752.4	6	645	929	2309	62.4127	1	Rome	400.6284
UW	1	DO	404.4	1555.7	2598.8	282.3	477.6	275.1	401.262	401.255	401.375	0.12	73	0	0	0	3	0			413.8	1478.6	427.4	1247.9	426.1	1069.7	427.4	943.8	463.4	877.6	5	418	1040	2046	73.0003	1	do	401.3155
UW	1	STUDENTS	426.5	1253.0	2573.7	165.7	138.1	888.8	402.334	402.304	402.395	0.091	82	1	4	2	3	1			437.6	1399.4	425.4	1233.4	419.5	1118.2	418.0	1085.9	399.1	1093.6	5	391	1046	2034	82.14231	1	students	402.3686
AE	1	MATH	581.9	2443.3	2862.3	105.2	518.7	182.9	403.606	403.569	403.679	0.11	39	3	3	1	2	0			586.8	2496.2	581.8	2437.0	596.9	2398.1	611.2	2348.3	611.2	2290.2	4	591	2512	2870	3.3312	1	math	403.5855
EY	1	MAJOR	484.7	2384.6	2948.3	261.7	437.1	1899.3	403.851	403.839	403.979	0.14	21	2	5	2	2	1			463.5	2751.7	457.1	2714.6	479.1	2752.3	507.2	2528.5	427.6	2820.9	4	455	2674	3352	22.00221	1	major	403.8823
AA	1	JOB	819.3	1678.6	2912.3	200.5	154.7	1385.9	405.226	405.173	405.332	0.159	5	1	1	2	5	0			760.2	1728.0	827.1	1677.0	809.2	1656.8	739.1	1707.4	611.4	1699.4	4	850	1678	3086	5.1125	1	job	405.2378
AY	1	RIGHT	614.6	1593.3	2057.0	194.2	449.0	811.6	405.618	405.592	405.712	0.12	47	1	4	1	7	0			613.4	1568.6	601.8	1677.0	568.0	1880.5	530.5	1989.8	476.6	2115.1	5	603	1752	1824	47.1417	1	right	405.6332
OW	1	DON'T	708.8	1390.1	2445.3	127.2	155.9	375.7	407.236	407.217	407.376	0.159	62	4	4	2	3	0			726.2	1269.3	719.6	1078.3	682.6	957.7	651.1	913.9	522.8	1027.8	5	728	1204	2633	62.44233	1	don't	407.2555
IH	1	IS	538.5	2008.5	3249.5	112.2	153.8	2415.2	408.474	408.428	408.567	0.139	1	3	4	2	0	0			518.1	1989.3	540.6	2002.8	545.3	1963.9	538.6	1947.2	520.0	1900.2	4	549	1992	2707	1.342	1	is	408.4595
AW	1	MOUTH	876.3	1550.9	3258.8	238.1	332.2	543.8	410.013	409.967	410.167	0.2	42	3	3	1	2	0			930.6	1578.8	919.5	1507.9	892.9	1351.7	854.7	1138.4	828.6	1416.7	4	913	1524	2678	42.3312	1	mouth	410.0238
IH	1	KIDS	491.7	2417.5		185.5	251.5		410.806	410.783	410.853	0.07	1	1	4	2	6	3			481.4	2485.3	492.5	2411.2	489.2	2286.1	475.4	2234.5	462.7	2227.1	3	478	2086	2789	1.1426	1	kids	410.8131
AE	1	PASSING	526.0	2478.6	4560.9	124.3	67.4	1562.5	411.119	411.073	411.212	0.139	33	3	4	1	1	1			553.6	2476.5	521.2	2483.4	500.8	2546.4	517.4	2452.3	513.4	2357.1	3	536	2428	2736	3.3421	1	passing	411.1005
UW	1	THROUGH	531.6	1017.5	2155.4	249.3	215.9	409.5	411.619	411.612	411.702	0.09	73	0	0	0	8	0			540.2	1020.7	576.0	1027.7	583.4	1026.0	570.6	1051.2	586.5	1076.0	6	532	1012	2156	72.0008	1	through	411.6375
EH	1	TELL	811.6	1698.5	2770.0	167.4	276.3	265.7	412.109	412.073	412.182	0.109	2	5	4	2	3	0			827.7	1644.1	806.3	1704.3	747.8	1755.2	679.8	1876.7	608.0	2058.3	4	769	1546	2344	2.5423	1	tell	412.1051
EH	1	BED	851.2	1726.0	2823.8	171.9	463.3	614.1	893.665	893.598	893.799	0.201	2	1	4	2	1	0			802.3	1832.1	852.0	1701.6	886.0	1796.2	892.2	1951.1	769.3	2287.4	4	817	1833	3087	2.1421	1	bed	893.6484
EH	1	BED	813.8	1745.9	2656.0	94.5	159.3	235.0	895.807	895.754	895.914	0.16	2	1	4	2	1	0			715.7	1702.3	813.3	1748.6	839.5	1736.8	874.3	1808.5	777.3	1840.7	5	925	1823	2973	2.1421	1	bed	895.8463
AH	1	COMFORTABLE	925.3	1376.2	2550.1	235.6	135.2	1469.5	896.66	896.643	896.694	0.051	6	4	1	2	6	5			922.6	1387.0	925.2	1373.4	929.6	1355.1	917.6	1307.0	870.8	1265.8	5	926	1376	2531	6.41205	1	comfortable	896.657
AY	1	TINY	811.4	1892.8	2440.8	265.2	152.4	907.0	899.733	899.715	899.806	0.091	41	4	4	2	3	1			809.9	1880.7	791.2	1966.9	728.3	2071.8	655.7	2232.8	585.2	2345.6	5	798	1970	2479	41.44231	1	tiny	899.7471
AE	1	MATTRESS	548.1	2674.6	2970.0	92.7	211.6	222.1	900.058	900.005	900.165	0.16	3	1	4	1	2	1			537.1	2707.1	550.5	2673.8	569.6	2577.5	528.1	2480.0	573.4	2438.6	4	559	2675	3002	3.14124	1	mattress	900.0688
EH	1	BED	846.7	1879.1	2692.8	100.6	144.7	303.4	900.709	900.645	900.836	0.191	2	1	4	2	1	0			723.8	1833.3	862.1	1880.9	870.9	1875.7	865.5	1610.4	831.1	1953.4	5	932	1968	2940	2.1421	1	bed	900.7182
AE	1	AND	562.4	2708.6	3037.1	220.2	372.2	235.6	902.039	902.005	902.106	0.101	3	4	4	2	0	3							1103.0	3304.3	575.5	2988.2	551.5	3014.9	4	558	2664	3113	3.44203	1	and	902.0908
AE	1	MATTRESS	596.4	2522.2	2920.6	146.0	466.8	369.7	902.446	902.416	902.505	0.089	3	1	4	1	2	1			573.1	2502.8	596.2	2517.0	580.6	2525.0	570.6	2587.3	589.2	2563.1	4	554	2446	2873	3.14124	1	mattress	902.4254
