ChristieL, 20, F, w, 12, Utica, 2006

vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
AY	1	RIDING	858.5	1596.3	3018.8	91.0	362.7	1006.7	499.113	499.053	499.232	0.179	41	1	4	2	7	1			808.9	1470.1	857.9	1611.0	804.2	1821.6	722.4	2211.9	700.8	2322.9	4	
OW	1	BOAT	693.2	1182.0	3537.1	94.9	145.0	500.2	499.571	499.553	499.752	0.199	62	1	4	1	1	0			711.1	1189.8	670.9	1084.6	563.8	951.6	642.5	1557.1	604.5	2539.7	4	
AE	1	SACKS	717.7	2302.0		39.8	442.2		500.113	500.043	500.252	0.209	3	1	6	1	3	3			689.7	2216.3	717.5	2282.4	728.6	2356.4	753.0	2318.4	742.6	2299.8	3	
AY	1	SLIDER	893.7	1530.5	3570.7	82.3	510.2	1131.4	501.028	500.97	501.15	0.18	41	1	4	2	8	1			845.5	1431.2	891.2	1539.5	789.7	1885.0	727.2	2329.4	625.4	2419.8	4	
ER	0	SLIDER	685.6	2029.7	3516.0	172.4	285.0	978.9	501.253	501.189	501.38	0.191	94	0	0	0	3	0			649.3	2047.5	684.9	2012.9	667.9	1801.8	629.9	1834.1	556.1	1886.1	4	
EH	2	SEDIMENTARY	695.1	1950.3	3241.3	63.9	899.0	164.0	502.326	502.303	502.372	0.069	2	1	4	2	3	2			644.5	1919.9	698.9	1953.2	712.6	1975.4	712.9	1956.0	702.0	1846.9	5	
ER	0	SEDIMENTARY	529.3	2052.9	3533.1	105.5	479.2	1163.8	502.782	502.752	502.842	0.09	94	0	0	0	3	1			540.5	2251.4	528.6	2045.3	518.7	2004.1	516.2	2003.8	511.6	2057.1	4	
IY	0	SEDIMENTARY	510.8	2606.3	3090.3	92.8	308.7	342.3	502.939	502.842	503.132	0.29	12	0	0	0	7	0			494.4	2158.1	508.8	2632.5	500.1	2807.8	487.7	2776.7	470.5	2242.4	5	
IH	1	SIX	726.9	1340.2	2940.8	155.3	1560.3	1292.9	503.346	503.322	503.393	0.071	1	1	6	1	3	3			687.7	1232.0	733.3	1376.0	738.8	1214.5	744.1	1461.1	753.4	1566.7	5	
AY	1	MINOR	872.5	1683.8	3157.2	95.1	394.3	379.8	504.074	504.053	504.183	0.13	41	4	4	2	2	1			872.2	1708.7	850.2	1787.2	802.2	1538.5	764.0	1965.5	743.8	2538.7	5	
ER	0	MINOR	773.1	2164.8	2959.2	180.3	424.9	2072.0	504.32	504.263	504.433	0.17	94	0	0	0	4	0			757.3	2022.3	773.5	2169.5	761.5	2140.6	730.8	1843.1	651.4	1931.4	4	
AY	1	TIGER	787.1	1597.3	3061.6	161.0	437.2	249.2	505.02	505.018	505.148	0.13	41	1	6	2	3	1			753.2	1578.2	741.9	1679.9	733.0	1731.2	668.7	2284.0	559.0	2374.1	5	
ER	0	TIGER	662.1	2044.0	3545.0	189.1	496.2	895.1	505.311	505.238	505.457	0.219	94	0	0	0	6	0			611.7	2072.5	666.6	2043.5	695.5	1961.6	693.7	2030.0	661.4	2109.3	4	
AA	1	MA	912.2	1497.1	3254.1	76.2	261.4	215.2	506.024	505.958	506.157	0.199	43	0	0	0	2	0			907.7	1456.3	911.5	1493.0	904.4	1514.1	917.7	1521.5	905.5	1421.0	5	
AA	1	PA	869.4	1396.3	2990.7	83.0	301.0	292.0	506.374	506.287	506.547	0.26	43	0	0	0	1	0			858.3	1307.2	873.4	1394.0	891.4	1375.2	882.3	1357.2	881.5	1355.8	5	
ER	1	BURN	735.9	1752.2	3131.7	137.3	291.2	1212.2	507.489	507.409	507.649	0.24	94	4	4	2	1	0			745.0	1736.7	733.1	1750.6	726.7	1791.7	731.6	1785.4	734.2	1801.5	4	
EH	1	MARRY	691.7	2559.2	2920.5	188.6	322.5	1613.5	507.898	507.848	507.999	0.151	39	6	4	2	2	1			681.9	2553.1	690.0	2552.3	651.1	2176.6	628.1	1986.2	635.7	1950.0	4	
IY	0	MARRY	486.8	2583.4	3931.6	63.8	107.7	839.4	508.098	508.028	508.239	0.211	12	0	0	0	7	0			512.3	2544.7	486.8	2586.1	489.3	2671.8	479.4	2692.6	476.3	2553.8	3	
AY	1	WRITING	703.5	1628.7	3115.7	42.4	435.4	1278.5	508.361	508.348	508.499	0.151	47	1	4	1	7	1			701.3	1642.0	695.7	1894.2	687.5	2020.0	669.7	2364.2	579.1	2489.1	4	
AY	1	TIDE	911.1	1631.7	2786.3	59.5	387.8	530.8	510.469	510.377	510.616	0.239	41	1	4	2	3	0			877.1	1615.6	910.1	1619.1	892.2	1782.8	726.9	1895.8	671.4	2431.0	5	
OW	1	GO	679.4	1113.5	2858.2	70.2	244.4	574.3	510.803	510.756	511.086	0.33	63	0	0	0	6	0			699.1	1135.0	691.8	1118.2	592.2	994.5	527.1	888.3	523.2	797.1	5	
AO	1	STALKS	795.4	1073.6	2394.0	59.5	199.8	416.6	514.6	514.553	514.693	0.14	53	1	6	1	3	3			792.2	1078.9	796.0	1074.3	801.5	1094.3	794.5	1057.1	600.1	885.7	6	
AA	1	BARN	768.0	1107.8	2085.2	52.4	226.8	747.6	515.055	515.012	515.142	0.13	44	6	4	2	1	3			772.6	1174.9	767.4	1104.6	766.5	1069.8	770.5	1064.9	793.9	1087.2	6	
AY	1	WIDE	881.2	1441.7	3145.7	71.7	242.3	1206.4	515.756	515.693	515.892	0.199	41	1	4	2	9	0		m	870.0	1356.5	876.9	1381.8	772.9	1439.7	731.9	1396.4	636.0	1270.7	5	
AO	1	HORSE	533.8	784.7	2346.4	116.9	64.9	498.5	516.066	516.012	516.173	0.161	64	6	4	2	0	3			496.0	753.5	542.2	793.0	642.2	940.0	698.0	1071.8	695.9	1096.8	6	
IH	2	INVENTORY	828.0	1814.6	2897.7	354.1	948.0	536.3	518.354	518.331	518.401	0.07	1	4	4	2	0	5			983.3	1845.6	810.6	1800.7	741.4	1959.4	747.0	2104.6	696.1	1991.3	5	
AH	0	INVENTORY	545.7	1840.5	2766.2	77.3	251.1	1315.3	518.528	518.511	518.561	0.05	6	4	4	2	1	5			547.6	1808.4	545.7	1840.5	539.3	1899.9	532.7	1965.9	506.9	2032.5	4	
AO	1	INVENTORY	599.5	1301.6	2409.2	104.0	322.5	433.1	518.664	518.64	518.711	0.071	64	6	4	2	3	1			589.7	1375.9	600.5	1306.1	614.1	1343.9	627.3	1349.1	640.9	1363.8	5	
IY	0	INVENTORY	512.2	2331.2	3248.4	84.6	189.5	1448.9	518.81	518.76	518.91	0.15	12	0	0	0	7	0			551.4	2193.8	509.6	2344.8	486.0	2402.1	553.5	2358.9	1230.4	2454.7	4	
AY	1	SIDE	915.5	1651.2	3193.6	80.8	285.9	790.4	519.425	519.341	519.56	0.219	41	1	4	2	3	0			828.1	1608.2	913.0	1642.9	885.0	1712.6	767.8	1942.9	670.4	2271.4	4	
ER	1	FIRM	738.3	1468.7	2157.7	57.5	122.6	280.5	519.787	519.73	519.901	0.171	94	4	1	2	1	0			733.9	1472.9	737.9	1465.7	735.2	1458.8	732.0	1458.1	727.1	1461.3	5	
AH	1	SUCKS	745.9	1350.2	2564.6	71.5	303.6	1426.7	520.194	520.151	520.281	0.13	6	1	6	1	3	3			725.2	1408.4	748.3	1346.1	749.4	1329.2	714.8	1323.9	665.2	1397.3	5	
AY	1	SPIDER	746.4	1627.2	2963.0	73.7	691.9	445.5	521.495	521.445	521.614	0.169	41	1	4	2	1	1			702.3	1366.8	733.8	1785.9	715.5	1764.3	664.0	1979.2	581.8	2123.2	4	
ER	0	SPIDER	633.7	1858.4	3471.9	199.1	189.3	776.2	521.695	521.655	521.774	0.119	94	0	0	0	3	0			565.4	1865.4	640.2	1856.9	647.1	1807.3	628.3	1709.9	641.7	1602.8	4	
AO	1	LAWN	777.7	1139.7	1805.4	152.1	126.3	2255.6	521.924	521.854	522.065	0.211	53	4	4	2	7	0			770.4	1149.3	754.9	1097.3	782.0	1124.6	802.4	1148.5	803.3	993.2	6	
EH	1	DESK	701.8	1785.3	3104.7	26.1	286.3	593.3	522.268	522.224	522.355	0.131	2	3	4	1	3	3			693.1	1799.1	702.5	1784.3	708.3	1771.0	705.8	1781.6	714.9	1728.3	4	
UW	2	RUDIMENTARY	477.4	1156.8	2465.3	216.1	290.4	801.9	524.169	524.162	524.242	0.08	73	1	4	2	7	2			481.8	1140.8	483.0	1078.2	471.7	1053.3	454.7	1047.7	446.8	1021.6	5	
AH	0	RUDIMENTARY	617.0	1296.8	2177.7	274.6	118.9	560.2	524.292	524.262	524.352	0.09	6	4	1	2	3	2			605.6	1180.8	614.3	1307.2	517.2	1447.1	503.6	1525.6	572.3	1481.6	6	
EH	1	RUDIMENTARY	780.5	1882.9	3752.9	71.0	280.2	582.0	524.462	524.442	524.501	0.059	2	4	4	2	2	5			774.7	1844.5	780.2	1883.6	775.5	1895.4	764.6	1928.6	745.8	1973.6	4	
ER	0	RUDIMENTARY	515.1	2222.7	4020.3	79.9	233.5	1009.6	524.768	524.731	524.841	0.11	94	0	0	0	3	1			509.6	2189.3	515.2	2225.9	512.3	2205.8	508.4	2070.7	503.8	1995.0	3	
IY	0	RUDIMENTARY	483.1	2436.1	4146.6	37.0	360.1	635.1	524.915	524.841	525.062	0.221	12	0	0	0	7	0			488.4	2323.2	483.0	2457.6	478.4	2617.2	470.2	2721.0	462.1	2792.9	3	
AY	1	MINOR	872.3	1667.3	4478.0	194.3	288.9	1004.2	525.477	525.461	525.582	0.121	41	4	4	2	2	1		s	867.0	1702.8	814.7	1787.7	783.6	1955.5	750.4	2258.3	716.6	2542.1	3	
ER	0	MINOR	711.8	1590.4	2118.2	61.0	294.5	329.4	525.705	525.661	525.792	0.131	94	0	0	0	4	0			724.6	1638.7	710.1	1587.3	676.7	1528.7	539.6	1361.8	477.9	1202.3	6	
EH	1	MARY	651.4	2182.1	2796.9	111.8	305.3	298.0	526.286	526.246	526.366	0.12	2	6	4	2	2	1			670.3	2255.9	647.7	2166.3	595.7	2043.0	595.4	1978.9	600.0	1866.5	5	
IY	0	MARY	498.9	2652.5	3903.3	138.3	185.1	994.7	526.432	526.395	526.506	0.111	12	0	0	0	7	0			523.7	2495.9	495.8	2661.8	471.0	2682.0	456.0	2695.3	461.2	2818.0	3	
AE	1	GRAHAM	667.6	2037.0	3269.0	164.9	271.1	889.6	528.989	528.956	529.056	0.1	33	4	1	2	8	0			588.3	1949.9	682.1	2049.4	757.1	2050.5	779.3	2029.4	796.8	1902.0	4	
AE	1	CRACKER	714.2	2094.8	3184.6	90.4	117.3	1284.9	529.239	529.216	529.285	0.069	3	1	6	1	8	1			709.0	2088.6	714.5	2095.6	712.8	2109.0	694.2	2125.1	684.4	2172.1	4	
ER	0	CRACKER	650.1	1688.1	2041.1	131.0	367.6	227.1	529.412	529.385	529.466	0.081	94	0	0	0	6	0			615.8	1702.6	653.0	1686.5	681.8	1665.5	694.2	1663.6	699.7	1669.0	6	
